mesh 1_x,mesh 1_y,mesh 1_z,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,z mid [cm],energy mid [eV]
1,1,104,0.01366375,0.013668625,total,"(n,p)",3.2862090559638583e-07,1.5870445258589823e-09,1.035,0.0136661875
1,1,105,0.015248125,0.015253000000000001,total,"(n,p)",3.2496564692173804e-07,2.058826455804482e-09,1.045,0.0152505625
1,1,106,0.015248125,0.015253000000000001,total,"(n,p)",3.2139649231433005e-07,2.032423717051303e-09,1.055,0.0152505625
1,1,107,0.015248125,0.015253000000000001,total,"(n,p)",3.179574235155717e-07,2.053306570666303e-09,1.065,0.0152505625
1,1,108,0.015248125,0.015253000000000001,total,"(n,p)",3.1430583493511335e-07,2.124045196242385e-09,1.075,0.0152505625
1,1,109,0.015248125,0.015253000000000001,total,"(n,p)",3.108918184064917e-07,2.1499134490280346e-09,1.085,0.0152505625
1,1,110,0.015248125,0.015253000000000001,total,"(n,p)",3.074574186784598e-07,2.150146957862043e-09,1.095,0.0152505625
1,1,111,0.015248125,0.015253000000000001,total,"(n,p)",3.041163213793643e-07,2.1055584237367697e-09,1.105,0.0152505625
1,1,112,0.015248125,0.015253000000000001,total,"(n,p)",3.007215266693388e-07,2.0335914954425697e-09,1.115,0.0152505625
1,1,113,0.015248125,0.015253000000000001,total,"(n,p)",2.9750387833918354e-07,1.9809885403012425e-09,1.125,0.0152505625
1,1,114,0.015248125,0.015253000000000001,total,"(n,p)",2.942916679590438e-07,2.012340886076762e-09,1.135,0.0152505625
1,1,115,0.015813624999999998,0.0158185,total,"(n,p)",2.910963202761757e-07,1.3518752268477128e-09,1.145,0.0158160625
1,1,116,0.015248125,0.015253000000000001,total,"(n,p)",2.880904505475501e-07,2.0453242978502455e-09,1.155,0.0152505625
1,1,117,0.015248125,0.015253000000000001,total,"(n,p)",2.849823567657622e-07,2.0413612568001063e-09,1.165,0.0152505625
1,1,118,0.015813624999999998,0.0158185,total,"(n,p)",2.816829365977395e-07,1.3948208924201516e-09,1.175,0.0158160625
1,1,119,0.015813624999999998,0.0158185,total,"(n,p)",2.785872708367796e-07,1.3586547418066754e-09,1.185,0.0158160625
1,1,120,0.015813624999999998,0.0158185,total,"(n,p)",2.756626651764165e-07,1.3768840998816267e-09,1.195,0.0158160625
1,1,121,0.015813624999999998,0.0158185,total,"(n,p)",2.728533636482299e-07,1.4178177456793884e-09,1.205,0.0158160625
1,1,122,0.015813624999999998,0.0158185,total,"(n,p)",2.6984526647427135e-07,1.4179573772657237e-09,1.215,0.0158160625
1,1,123,0.015813624999999998,0.0158185,total,"(n,p)",2.6701135055451656e-07,1.3882182945611339e-09,1.225,0.0158160625
1,1,124,0.015813624999999998,0.0158185,total,"(n,p)",2.643134887437238e-07,1.4225261462123227e-09,1.235,0.0158160625
1,1,125,0.015813624999999998,0.0158185,total,"(n,p)",2.6151003659376447e-07,1.427770963770346e-09,1.245,0.0158160625
1,1,126,0.015813624999999998,0.0158185,total,"(n,p)",2.5860813717221914e-07,1.4225808143568727e-09,1.255,0.0158160625
1,1,127,0.015813624999999998,0.0158185,total,"(n,p)",2.5591638434536407e-07,1.4480493331033665e-09,1.265,0.0158160625
1,1,128,0.015813624999999998,0.0158185,total,"(n,p)",2.533113687982885e-07,1.4253295146861167e-09,1.275,0.0158160625
