mesh 1_z,z mid [cm],"(n,p) [rxns]",flux*V [trks-cm],"(n,p) sd",flux*V sd,"(n,p) macro-xs [1/cm]","(n,p) micro-xs [b]","(n,p) mode [eV]",flux mode [eV]
63,0.625,0.004753379866325409,0.005695215997700377,1.6859229475427383e-07,1.2744500451470698e-07,0.8346267934780237,5014.042702826791,0.010282937499999999,0.0206666875
64,0.635,0.004704983900211696,0.005647914968121933,1.7187265946831483e-07,1.2825384346463782e-07,0.8330479348162383,5004.557667342931,0.010282937499999999,0.0206666875
65,0.645,0.0046572269955234115,0.005601086890952104,1.6974136103057185e-07,1.2504196488265917e-07,0.8314862965340911,4995.176083748634,0.010282937499999999,0.0206666875
66,0.655,0.004610108128211901,0.005554740173273623,1.6850088822611491e-07,1.2177178419930915e-07,0.8299412725717081,4985.894311123054,0.010282937499999999,0.0206666875
67,0.665,0.00456357366726242,0.005508849554263118,1.6231998836514465e-07,1.1532046291011313e-07,0.828407750531292,4976.681636600193,0.0117746875,0.0206666875
68,0.675,0.004517680203345428,0.005463432455711581,1.6374883784539623e-07,1.1931569084180114e-07,0.8268941256192441,4967.588494606219,0.0117746875,0.0206666875
69,0.685,0.004472387274558857,0.0054184873903754035,1.6287118856532773e-07,1.1873242846720355e-07,0.8253940541603809,4958.576775343423,0.0117746875,0.0206666875
70,0.695,0.004427661255680682,0.005374000712992539,1.6308001431087523e-07,1.2580889484504782e-07,0.8239041064836623,4949.625874971637,0.0117746875,0.0206666875
71,0.705,0.0043834990172258535,0.005329937149923204,1.676906660777711e-07,1.3431896977695626e-07,0.8224297761726914,4940.768796340751,0.0117746875,0.0206666875
72,0.715,0.0043398754081388925,0.005286276352796433,1.6880310356086915e-07,1.3282731019344588e-07,0.8209702101259054,4932.00041442039,0.0117746875,0.0206666875
73,0.725,0.004296779615968123,0.005243033521088388,1.6929296036720564e-07,1.3362631149400457e-07,0.8195216755120356,4923.298304127237,0.0117746875,0.0206666875
74,0.735,0.004254248007915623,0.005200238864167349,1.6426817853680198e-07,1.220305992220346e-07,0.8180870377377952,4914.67967946848,0.0117746875,0.0231919375
75,0.745,0.004212256524741739,0.005157854614403399,1.5593701179087113e-07,1.1997061610588433e-07,0.8166683320190801,4906.156767057844,0.0117746875,0.021870812499999996
76,0.755,0.004170826915943047,0.00511593864474844,1.5996163586266895e-07,1.2556742447083288e-07,0.8152613245712867,4897.704132321506,0.0117746875,0.021870812499999996
77,0.765,0.004129904961987687,0.005074431857729516,1.6493467730247947e-07,1.3291756012199097e-07,0.8138654883495776,4889.318609023559,0.0117746875,0.021870812499999996
78,0.775,0.004089492231202862,0.005033332957470339,1.7109929218870636e-07,1.3886887594086677e-07,0.8124819609108803,4881.0070310675555,0.0117746875,0.021870812499999996
79,0.785,0.004049543510282072,0.004992610765295386,1.6603819619494372e-07,1.360023876046816e-07,0.8111073946383406,4872.749287556041,0.0117746875,0.021870812499999996
80,0.795,0.004010103013236526,0.004952280885098723,1.6663625408789672e-07,1.3984284486282189e-07,0.8097487009072557,4864.586898760285,0.0117746875,0.021870812499999996
81,0.805,0.003971200256593291,0.004912397830452485,1.6597043999907118e-07,1.4058081392285708e-07,0.8084036337560837,4856.5063720064745,0.0128374375,0.0231919375
82,0.815,0.00393275719129858,0.004872866374728872,1.6858443177644559e-07,1.3901207262871682e-07,0.8070726526986695,4848.510467836279,0.0117746875,0.0231919375
83,0.825,0.003894779943161836,0.004833727972512721,1.6805039723764829e-07,1.4219339364120466e-07,0.8057507508303595,4840.569107136566,0.0117746875,0.0231919375
84,0.835,0.0038572522694041212,0.0047949816071761195,1.6720066776969643e-07,1.4372281075236288e-07,0.804435258652796,4832.666252824818,0.013495562499999999,0.0231919375
85,0.845,0.003820129808504283,0.004756530102921177,1.6240593087095836e-07,1.4711880646579884e-07,0.8031337394791609,4824.847341706522,0.013495562499999999,0.0231919375
86,0.855,0.0037834527111461043,0.004718460245615051,1.5374502852271473e-07,1.3759609697151504e-07,0.8018405399647341,4817.078411162619,0.013495562499999999,0.0231919375
87,0.865,0.003747259115979731,0.004680806943798691,1.5626331425262146e-07,1.3874216218566196e-07,0.8005583569184029,4809.375662344366,0.013495562499999999,0.0231919375
88,0.875,0.0037114790810712857,0.004643487881267938,1.6050022240733883e-07,1.4538038890862535e-07,0.7992869101787856,4801.737412174796,0.0136661875,0.0231919375
89,0.885,0.0036761088856014958,0.004606514695716874,1.6405560233960556e-07,1.5571991861790285e-07,0.7980239136151097,4794.149926662373,0.0136661875,0.0231919375
90,0.895,0.0036411696143916258,0.004569888333490522,1.609433002299054e-07,1.5304638071266666e-07,0.7967743079644285,4786.642887416605,0.0136661875,0.0231919375
91,0.905,0.0036066932336414692,0.004533670216348666,1.5712971435539525e-07,1.4740739995148332e-07,0.7955349775189942,4779.197576740169,0.0136661875,0.0231919375
92,0.915,0.003572631045873238,0.004497791732024503,1.5749306544919639e-07,1.4668553976211783e-07,0.7943077978546508,4771.82526220493,0.0136661875,0.0231919375
93,0.925,0.0035389336427810838,0.004462228333890462,1.6326524387101005e-07,1.4891551699672672e-07,0.7930866325021989,4764.489078808647,0.0136661875,0.0231919375
94,0.935,0.0035056390907665423,0.004427003305903853,1.668333177105766e-07,1.520186870588679e-07,0.791876320962178,4757.218099979774,0.0136661875,0.0231919375
95,0.945,0.0034727094843419377,0.004392089290984112,1.702258993233541e-07,1.5321676139636274e-07,0.7906736986132233,4749.993314171132,0.0136661875,0.0231919375
96,0.955,0.0034401639287022613,0.0043575080062336295,1.702026914335236e-07,1.555512133551257e-07,0.7894796575889104,4742.820080898949,0.0136661875,0.0231919375
97,0.965,0.003408003367929507,0.004323249002425941,1.7493906702845777e-07,1.5815118277352414e-07,0.7882968031721387,4735.714051469668,0.0136661875,0.0231919375
98,0.975,0.003376204470650475,0.004289310572568629,1.7642419490877814e-07,1.5451291063366603e-07,0.7871205438566913,4728.647642287339,0.0136661875,0.0231919375
99,0.985,0.003344761252265617,0.004255671619410108,1.7701086700630795e-07,1.5572352086150933e-07,0.7859537932885068,4721.638357157579,0.0136661875,0.0231919375
100,0.995,0.003313710806266344,0.0042223769721377955,1.7861736358277914e-07,1.5794149237610921e-07,0.784797479744829,4714.691772730669,0.0136661875,0.025575812499999996
101,1.005,0.0032830026580403238,0.004189391740720041,1.7465126836218852e-07,1.542555427667661e-07,0.7836466153618917,4707.777924282114,0.0136661875,0.025575812499999996
102,1.015,0.003252640122013249,0.004156713310214048,1.6887293940455834e-07,1.4975042644329836e-07,0.7825028764963721,4700.906882569326,0.0136661875,0.025575812499999996
103,1.025,0.0032226639416212794,0.004124360992521074,1.6693088266067738e-07,1.4654385746981948e-07,0.7813729078189591,4694.118565628533,0.0136661875,0.025575812499999996
104,1.035,0.0031929908759871974,0.004092269262038862,1.68127896182161e-07,1.4986552462901958e-07,0.7802494585599131,4687.369414267311,0.0136661875,0.025575812499999996
105,1.045,0.003163633339128857,0.004060456508617974,1.6809151873848826e-07,1.5039410701151193e-07,0.7791324281923262,4680.6588245675775,0.0152505625,0.025575812499999996
106,1.055,0.003134625499181858,0.004028965016239672,1.6449475662496625e-07,1.4824032019587677e-07,0.7780225160921049,4673.99099804873,0.0152505625,0.025575812499999996
107,1.065,0.0031059251650365715,0.0039977393183664375,1.6641358812469822e-07,1.4914118654501592e-07,0.7769203836696684,4667.369908151485,0.0152505625,0.025575812499999996
108,1.075,0.003077541596510662,0.003966793855414473,1.6189783453668674e-07,1.4520831492865708e-07,0.7758259462638758,4660.795046271785,0.0152505625,0.025575812499999996
109,1.085,0.0030494857765109677,0.003936138271153983,1.5921356188804221e-07,1.4591309140952378e-07,0.7747405112414737,4654.2742664501975,0.0152505625,0.025575812499999996
110,1.095,0.0030217483604794747,0.0039057759702911805,1.6057903528384563e-07,1.4991406704630857e-07,0.7736614653436458,4647.791869464745,0.0152505625,0.025575812499999996
111,1.105,0.0029943351682187947,0.0038757009249953144,1.600050111174705e-07,1.4785704295595394e-07,0.7725919069006634,4641.366468617099,0.0152505625,0.0247714375
112,1.115,0.00296722117983003,0.003845881122824203,1.6066910430134534e-07,1.531580613916677e-07,0.7715322146127769,4635.000338959102,0.0152505625,0.025575812499999996
113,1.125,0.0029403928907036077,0.003816327712366597,1.6103744116513251e-07,1.563835267317071e-07,0.770477042937227,4628.661367000182,0.0152505625,0.025575812499999996
114,1.135,0.002913855440736107,0.003787045897943867,1.5689936880508527e-07,1.5097617472794026e-07,0.7694270202318253,4622.353327616636,0.0152505625,0.025575812499999996
115,1.145,0.0028875943488433035,0.00375800322710601,1.5553165101689846e-07,1.4630020148205883e-07,0.7683852765254283,4616.095024540229,0.0158160625,0.025575812499999996
116,1.155,0.0028616115125446946,0.0037292139740677023,1.5155825555327304e-07,1.433267764192901e-07,0.7673497773106712,4609.87423541375,0.0152505625,0.025575812499999996
117,1.165,0.0028359491279625454,0.003700732493723739,1.4868271390121706e-07,1.4187551901202035e-07,0.7663210277349622,4603.693994923717,0.0152505625,0.025575812499999996
118,1.175,0.0028105517426578724,0.003672487855033928,1.4895519245401583e-07,1.426437974346094e-07,0.7652991251708053,4597.55488803804,0.0158160625,0.025575812499999996
119,1.185,0.002785427318609444,0.0036444944263353653,1.532971936226511e-07,1.4702199120420185e-07,0.7642835995252883,4591.4540906610255,0.0158160625,0.025575812499999996
120,1.195,0.002760558761458317,0.0036167266481665463,1.4945508139522053e-07,1.465612419093163e-07,0.7632754780784297,4585.397774204755,0.0158160625,0.025575812499999996
121,1.205,0.002735967469216975,0.0035892188721006026,1.5290976622995963e-07,1.470093379571507e-07,0.7622737890085094,4579.380100424351,0.0158160625,0.025575812499999996
122,1.215,0.002711664905275582,0.003561990024100436,1.5652278851771827e-07,1.4795298069479374e-07,0.7612780740340226,4573.39831618146,0.0158160625,0.025575812499999996
123,1.225,0.0026876152074744907,0.0035349936266661345,1.5865935155422972e-07,1.5140392790185347e-07,0.7602885581463383,4567.453773117729,0.0158160625,0.025575812499999996
124,1.235,0.0026638183991374072,0.0035082230959961615,1.5987003886024173e-07,1.53298094955807e-07,0.759307012765964,4561.5571130890585,0.0158160625,0.025575812499999996
125,1.245,0.0026402510456153827,0.003481653653116026,1.5574643227628847e-07,1.4885494775461338e-07,0.758332478950742,4555.702575224884,0.0158160625,0.025575812499999996
126,1.255,0.0026169612170999974,0.0034553563591113627,1.5484889393744452e-07,1.5240156300826468e-07,0.757363624796436,4549.882158075013,0.0158160625,0.025575812499999996
127,1.265,0.0025938769319033494,0.0034292503902818355,1.5355836899683868e-07,1.50975723793381e-07,0.7563976486681013,4544.079030742858,0.0158160625,0.025575812499999996
128,1.275,0.002571068118409205,0.003403402624302225,1.5247117141281083e-07,1.5001721599342938e-07,0.7554404818431767,4538.328825535687,0.0158160625,0.025575812499999996
129,1.285,0.0025484906597418038,0.003377786963208037,1.501902827636084e-07,1.5144161841564098e-07,0.7544853146455948,4532.590633143064,0.0158160625,0.025575812499999996
130,1.295,0.0025261504105503624,0.003352387693527649,1.4808598598970667e-07,1.5205778423360378e-07,0.7535376697115082,4526.897630948841,0.0158160625,0.025575812499999996
131,1.305,0.0025040563240071255,0.003327224399430508,1.4662681030953576e-07,1.5158924988431992e-07,0.7525961652708856,4521.2415179327345,0.018146312499999998,0.025575812499999996
132,1.315,0.0024821774838029416,0.0033022607349139648,1.4126981740859018e-07,1.4706090941313326e-07,0.7516600544467943,4515.617807211667,0.018146312499999998,0.025575812499999996
133,1.325,0.0024605326697720482,0.0032775276702175556,1.4114072231289554e-07,1.475716357585727e-07,0.7507282675690494,4510.0200727135,0.018146312499999998,0.025575812499999996
134,1.335,0.002439131806474715,0.00325301066108986,1.3808960528091761e-07,1.428660889107407e-07,0.7498075046755395,4504.48856509439,0.018146312499999998,0.025575812499999996
135,1.345,0.0024179269654260997,0.0032286817747258336,1.324324422359156e-07,1.3640637548233234e-07,0.7488898362030182,4498.975647291829,0.018146312499999998,0.025575812499999996
136,1.355,0.0023969426274311188,0.003204578412388629,1.292668530594991e-07,1.3134977533705532e-07,0.7479744037982473,4493.476162725864,0.018146312499999998,0.0257415625
137,1.365,0.00237619890650006,0.0031807073338868293,1.2766964377900197e-07,1.2917758152805597e-07,0.7470661890782454,4488.020038593485,0.018146312499999998,0.0290760625
138,1.375,0.0023556659741955995,0.0031570333396214946,1.2989609128004778e-07,1.3457076064543752e-07,0.7461644274171735,4482.602681384588,0.018146312499999998,0.0290760625
139,1.385,0.002335335124905297,0.0031335682451408852,1.327034975687488e-07,1.3856091681301714e-07,0.745263846902527,4477.192419944317,0.018146312499999998,0.0290760625
140,1.395,0.0023152157587237863,0.0031102940502305016,1.3062737346334282e-07,1.3612972091638002e-07,0.7443719858423699,4471.834540859246,0.018146312499999998,0.0290760625
141,1.405,0.002295303954750749,0.0030872208773663106,1.266483864205715e-07,1.3251301365067865e-07,0.7434854990708856,4466.5089479565895,0.018146312499999998,0.0257415625
142,1.415,0.002275621556026022,0.0030643743494767174,1.221910219440208e-07,1.302319751626778e-07,0.7426056011774849,4461.2229379146,0.018146312499999998,0.0290760625
143,1.425,0.002256144460771597,0.003041721727710349,1.2067543165925288e-07,1.276054132957563e-07,0.741732697050465,4455.978943110512,0.018146312499999998,0.0290760625
144,1.435,0.0022368644285991,0.003019271017259685,1.2569880399918872e-07,1.3273427273542186e-07,0.7408624187136723,4450.750722811185,0.018146312499999998,0.028534937499999996
145,1.445,0.002217749065854287,0.0029969739841159073,1.2290708580453372e-07,1.268094870045688e-07,0.739996101937639,4445.546301693688,0.018146312499999998,0.0290760625
146,1.455,0.0021988256274957842,0.002974867217704426,1.1734784066369893e-07,1.2377306498193576e-07,0.7391340408102386,4440.367446498756,0.018146312499999998,0.0290760625
147,1.465,0.0021801061495496407,0.0029529666965240255,1.1074879167107219e-07,1.176573704263942e-07,0.7382765786406841,4435.216219665636,0.018146312499999998,0.0290760625
148,1.475,0.002161573202982092,0.002931242673905117,1.1290058907563425e-07,1.1819471294252652e-07,0.7374255370342159,4430.103564536352,0.018146312499999998,0.028534937499999996
149,1.485,0.002143224782099426,0.002909707009560298,1.0826459899366591e-07,1.1525402322301333e-07,0.7365775231174566,4425.009098333675,0.018146312499999998,0.028534937499999996
150,1.495,0.002125061368350284,0.0028883570989225297,1.0642652346874032e-07,1.1396578029503923e-07,0.7357336006489693,4419.93921161552,0.018146312499999998,0.028534937499999996
151,1.505,0.002107061669292425,0.0028671587828665713,1.0864944215393523e-07,1.162471059674628e-07,0.7348953542035069,4414.903423756942,0.018146312499999998,0.028534937499999996
152,1.515,0.0020892549299895233,0.0028461623781379803,1.0886597499724306e-07,1.1463146814141793e-07,0.734060342458872,4409.8870684497815,0.018146312499999998,0.0290760625
153,1.525,0.0020716351191644644,0.002825348997272631,1.091739879133568e-07,1.1361637289518422e-07,0.7332315834837599,4404.908276822153,0.020169437499999998,0.0290760625
154,1.535,0.0020541932123248913,0.002804707163652417,1.0952005116519292e-07,1.1852467002684787e-07,0.7324091580562113,4399.967534150287,0.020169437499999998,0.0290760625
155,1.545,0.002036944582185162,0.002784258568057107,1.0796414744198735e-07,1.1799575826198594e-07,0.731593180875643,4395.065529493987,0.018146312499999998,0.0290760625
156,1.555,0.0020198537250381184,0.0027639721717029803,1.0801748792939442e-07,1.1851249449726234e-07,0.7307793275623378,4390.176284026867,0.018146312499999998,0.0290760625
157,1.565,0.0020029318679739886,0.0027438549105753,1.052971330382885e-07,1.1669211701383354e-07,0.7299700360446671,4385.314443668583,0.018146312499999998,0.0290760625
158,1.575,0.0019861712949215625,0.0027239165227733054,1.0691829870682075e-07,1.1856050281521572e-07,0.7291601186439366,4380.448843301139,0.0215490625,0.0290760625
159,1.585,0.001969568925745602,0.0027041298610096225,1.0450161966653384e-07,1.1860822270742679e-07,0.72835589523435,4375.617449737225,0.0215490625,0.0290760625
160,1.595,0.0019531194290749218,0.002684493271014593,1.0466799602057176e-07,1.1822317289379353e-07,0.7275560904411388,4370.812601128932,0.0215490625,0.0290760625
161,1.605,0.0019368521420386998,0.0026650395478641335,1.0454972382926935e-07,1.1781122513469675e-07,0.7267630019190404,4366.048100698325,0.0215490625,0.0290760625
162,1.615,0.001920728056572317,0.002645735268487829,1.0441831678346503e-07,1.201011065043539e-07,0.725971369641268,4361.292348694311,0.0215490625,0.0290760625
163,1.625,0.0019047861173943081,0.002626617155448652,1.0356957139905198e-07,1.1891001342296895e-07,0.7251860490757176,4356.574514469665,0.020530187499999998,0.0290760625
164,1.635,0.0018889775851029362,0.0026076334715556346,1.0253767749111305e-07,1.1851309084057638e-07,0.7244030289180288,4351.8705000065465,0.0215490625,0.0290760625
165,1.645,0.0018733278979629947,0.002588812565866389,9.98293790965274e-08,1.1874975590022679e-07,0.723624383882753,4347.192769207913,0.0215490625,0.0290760625
166,1.655,0.001857828145011574,0.002570144138235968,9.739605885268424e-08,1.1818833510460858e-07,0.722849787828127,4342.53936276843,0.020530187499999998,0.0290760625
167,1.665,0.001842468621720556,0.0025516175902217425,9.609687572607157e-08,1.1950644209049173e-07,0.7220786644445575,4337.906818492857,0.021900062499999998,0.0290760625
168,1.675,0.0018272798829670138,0.002533271407812304,9.840803110297625e-08,1.235481960109019e-07,0.7213123226085854,4333.302999491895,0.021900062499999998,0.0290760625
169,1.685,0.0018122306563786142,0.002515071800245869,9.971679550277833e-08,1.2259329825353926e-07,0.7205482786620461,4328.712985122933,0.021900062499999998,0.0290760625
170,1.695,0.0017973213140051445,0.0024970070403090103,9.919183075949536e-08,1.2280289125076074e-07,0.7197902468800096,4324.159088992435,0.021900062499999998,0.0290760625
171,1.705,0.0017825705879460057,0.0024791126843746332,1.0038660482569955e-07,1.226356038925822e-07,0.7190357256373229,4319.626282520627,0.0215490625,0.0290760625
