mesh 1_z,z mid [cm],"(n,p) [rxns]",flux*V [trks-cm],"(n,p) sd",flux*V sd,"(n,p) macro-xs [1/cm]","(n,p) micro-xs [b]","(n,p) mode [eV]",flux mode [eV]
172,1.715,0.0017679277232030206,0.002461333132038117,1.0253325473765436e-07,1.2519918714653376e-07,0.7182805530022183,4315.08956279151,0.021900062499999998,0.0290760625
173,1.725,0.001753435680898037,0.0024437127645903904,1.0185267399567907e-07,1.2534413517719707e-07,0.7175293701884574,4310.576812020437,0.021900062499999998,0.0290760625
174,1.735,0.0017390875741472003,0.002426234438455043,9.72899830663032e-08,1.2187416280399491e-07,0.7167846381962173,4306.10281473155,0.0215490625,0.0290760625
175,1.745,0.001724870089658684,0.0024088816996009972,9.86814245203182e-08,1.2228329327188245e-07,0.7160459934352061,4301.665386646482,0.0215490625,0.0290760625
176,1.755,0.0017108100098246867,0.0023917024647311285,1.0393517757454994e-07,1.278496996549373e-07,0.7153105518152374,4297.247201516584,0.021900062499999998,0.0290760625
177,1.765,0.0016968689905403405,0.0023746482471938045,1.0397416088157532e-07,1.2714609293101476e-07,0.7145769873687959,4292.840293556673,0.021900062499999998,0.0290760625
178,1.775,0.0016830526342780667,0.002357727077146208,1.0497191452325704e-07,1.2708683370823676e-07,0.7138454024607602,4288.445277726485,0.021900062499999998,0.0290760625
179,1.785,0.0016693656057384517,0.0023409450850466074,1.0452069014135523e-07,1.2916184020157725e-07,0.7131160899082839,4284.0639131328735,0.021900062499999998,0.0290760625
180,1.795,0.0016558220239198823,0.002324304724090558,1.0613246842581577e-07,1.319261153239754e-07,0.7123945525549641,4279.729258255388,0.021900062499999998,0.0290760625
181,1.805,0.0016424127881287168,0.002307804218948719,1.0440015743381748e-07,1.3316281112168945e-07,0.7116776954662515,4275.422720192249,0.021900062499999998,0.0290760625
182,1.815,0.00162909971271163,0.002291405975080766,1.0212180765876281e-07,1.3056053937914377e-07,0.7109607509224586,4271.115656740384,0.021900062499999998,0.0290760625
183,1.825,0.0016159173158891607,0.002275144332510143,1.0329371698673794e-07,1.326330822989027e-07,0.7102482654831556,4266.835381477567,0.021900062499999998,0.0290760625
184,1.835,0.0016028641887487767,0.002259026185599475,1.0289893092312869e-07,1.3058649164685914e-07,0.7095376755552865,4262.566493550202,0.021900062499999998,0.0290760625
185,1.845,0.0015899387213721588,0.0022430459786126084,1.0148700018666798e-07,1.307431838611962e-07,0.7088301963188396,4258.316293184449,0.021900062499999998,0.0290760625
186,1.855,0.0015771408338255497,0.0022272036011216786,1.0036204211112288e-07,1.2951866566717324e-07,0.7081260254030031,4254.085967642922,0.021900062499999998,0.0290760625
187,1.865,0.0015644808502813445,0.002211503934162198,1.0181492141723795e-07,1.313173023428714e-07,0.7074284725946144,4249.8954005582455,0.021900062499999998,0.0290760625
188,1.875,0.001551912109872253,0.002195900243416207,1.0239586325022037e-07,1.3365912220906664e-07,0.7067316079249171,4245.708967485095,0.021900062499999998,0.0290760625
189,1.885,0.0015394685138441877,0.0021804245592625007,1.0332757414531055e-07,1.3644760170460577e-07,0.7060407145500563,4241.558407124799,0.021900062499999998,0.0290760625
190,1.895,0.0015271581173470494,0.00216509932489728,1.0494591573250303e-07,1.4167815475218533e-07,0.7053524518647676,4237.423650702207,0.021900062499999998,0.0290760625
191,1.905,0.0015149421687257704,0.0021498708015836887,1.0134849716145475e-07,1.3729980729818117e-07,0.7046666095515125,4233.303434729105,0.021900062499999998,0.0290760625
192,1.915,0.0015028377779325553,0.0021347598371660712,1.0379037268576027e-07,1.4019624925988622e-07,0.7039844725238963,4229.205478358218,0.021900062499999998,0.0290760625
193,1.925,0.0014908734298094539,0.0021198056092773883,1.0609652167128373e-07,1.4190783480653176e-07,0.7033066726895167,4225.1335777912755,0.0215490625,0.0338535625
194,1.935,0.0014789768980165595,0.0021049162436023606,1.0474137941941739e-07,1.4159095287362067e-07,0.7026298089112721,4221.067300606508,0.0242498125,0.0338535625
195,1.945,0.0014672005107225908,0.0020901667456240318,1.014735650981073e-07,1.3689686156541173e-07,0.701953810046169,4217.006219410487,0.021900062499999998,0.0331174375
196,1.955,0.0014555308312634854,0.002075524786867801,1.0208908081331182e-07,1.3759977817278443e-07,0.7012832804854353,4212.97799520621,0.0242498125,0.0331174375
197,1.965,0.0014439659148424322,0.0020610014047592875,1.0347912544874137e-07,1.3823631552717314e-07,0.70061374606927,4208.955749359445,0.0242498125,0.0331174375
198,1.975,0.0014325227064313423,0.002046607333566847,1.0197993171378866e-07,1.373875798626441e-07,0.6999499527516732,4204.967993315319,0.0242498125,0.0331174375
199,1.985,0.0014211717372605323,0.0020323184090335275,1.0060419128538599e-07,1.3857293255511275e-07,0.699285963726704,4200.979061553939,0.0242498125,0.0331174375
200,1.995,0.001409899074165781,0.0020181097156733315,1.0024779872793091e-07,1.374620819747836e-07,0.698623599706211,4196.999892050251,0.0242498125,0.0338535625
