mesh 2_z,z mid [cm],"(n,p) [rxns]",flux*V [trks-cm],"(n,p) sd",flux*V sd,"(n,p) macro-xs [1/cm]","(n,p) micro-xs [b]","(n,p) mode [eV]",flux mode [eV]
20,0.195,0.01688308448723817,0.004289702884754748,8.710469918482944e-07,1.5440749869476673e-07,3.9357235083201836,4728.79277095872,0.0136661875,0.0231919375
21,0.205,0.016115188830251898,0.004124722662494684,8.407828451100268e-07,1.4820822736175112e-07,3.9069751226632117,4694.251432375349,0.0136661875,0.025575812499999996
22,0.215,0.0153895965713145,0.003967170747799465,7.952551739369148e-07,1.4235833708583031e-07,3.879237257395815,4660.924239425691,0.0152505625,0.025575812499999996
23,0.225,0.01470368794953177,0.003816687252248439,7.754349529435217e-07,1.4591649192043997e-07,3.8524738805543253,4628.767899513364,0.0152505625,0.025575812499999996
24,0.235,0.014054435596991457,0.0036728345168792788,7.447171697899599e-07,1.4261255120091669e-07,3.826591024561918,4597.669510094006,0.0158160625,0.025575812499999996
25,0.245,0.013439709186532452,0.003535339743995396,7.81285554311407e-07,1.4803526706024345e-07,3.801532571051806,4567.561644650837,0.0158160625,0.025575812499999996
26,0.255,0.012856940218523906,0.0034037646836404646,7.508616919301246e-07,1.497805976294066e-07,3.7772705852194477,4538.4107393673185,0.0158160625,0.025575812499999996
27,0.265,0.012304249986624159,0.003277875883462712,6.993211081673491e-07,1.457487618857342e-07,3.753726627875271,4510.122549139132,0.018146312499999998,0.025575812499999996
28,0.275,0.011779791748511202,0.0031573739623592376,6.432239046315823e-07,1.322793429938392e-07,3.7308826540487345,4482.675392838003,0.018146312499999998,0.0290760625
29,0.285,0.011282142215555197,0.0030420611813507963,6.131531178526455e-07,1.2853542057654411e-07,3.7087164073884527,4456.042529339122,0.018146312499999998,0.0290760625
30,0.295,0.010809259423299345,0.002931579528794654,5.435183451812484e-07,1.1366006129499377e-07,3.687179323340299,4430.1656080718785,0.018146312499999998,0.028534937499999996
31,0.305,0.01035961955270957,0.00282569630515336,5.361599824401904e-07,1.1220278527743725e-07,3.6662183171688434,4404.980847443735,0.018146312499999998,0.0290760625
32,0.315,0.009932233709299992,0.002724257653261078,5.257030317220048e-07,1.1582055973810814e-07,3.645849612429497,4380.507740142983,0.0215490625,0.0290760625
33,0.325,0.00952526822256419,0.002626955508449818,5.088482489102065e-07,1.1496301900717895e-07,3.6259724201363066,4356.625187665836,0.0215490625,0.0290760625
34,0.335,0.009137801776952293,0.002533629832939831,4.838747004595767e-07,1.1881729514019417e-07,3.606604902638632,4333.35501217185,0.021900062499999998,0.0290760625
35,0.345,0.008768605981018507,0.0024440735557279456,4.916638850577936e-07,1.2039167247677596e-07,3.587701344122131,4310.642285866444,0.0215490625,0.0290760625
36,0.355,0.008416695434781948,0.0023581049655980115,5.214117260911131e-07,1.2717604846480334e-07,3.569262419430718,4288.48781957818,0.021900062499999998,0.0290760625
37,0.365,0.008081133864755093,0.0022755576632355486,5.111972449723844e-07,1.2918200136137218e-07,3.5512762411235785,4266.877330483565,0.021900062499999998,0.0290760625
38,0.375,0.0077612168598966665,0.002196337784565126,5.151787908287486e-07,1.33439384878683e-07,3.5337082093833687,4245.769246717657,0.021900062499999998,0.0290760625
39,0.385,0.007456008999628008,0.0021202489041906762,5.232623885345617e-07,1.409558194245586e-07,3.516572504714513,4225.180606232097,0.021900062499999998,0.0290760625
40,0.395,0.0071645022918738355,0.0020471197918402175,5.061976466114014e-07,1.3758954830911483e-07,3.4997963091517224,4205.023917853504,0.0242498125,0.0331174375
41,0.405,0.006885948885402592,0.001976809066973612,4.752080406346721e-07,1.310548707641781e-07,3.4833656929470727,4185.282444915506,0.0242498125,0.0338535625
42,0.415,0.006619750341113931,0.001909198482919949,4.492220720888595e-07,1.223464561624139e-07,3.467292898216435,4165.970896385568,0.0242498125,0.0338535625
43,0.425,0.006365612739237688,0.001844262308605339,4.086445539829866e-07,1.1482126829097018e-07,3.4515766599662645,4147.087752367204,0.0242498125,0.0338535625
44,0.435,0.006122739610550756,0.0017818296251084261,3.6410430734858973e-07,1.0441001246747454e-07,3.4362093458728866,4128.6238425828415,0.0242498125,0.0352916875
45,0.445,0.005890278484269944,0.00172173930702596,3.3789748496674846e-07,9.85858610437201e-08,3.421120990984689,4110.495103770236,0.0242498125,0.0338535625
46,0.455,0.005667974220329738,0.0016639528085043104,3.431962757252281e-07,1.018159562165503e-07,3.406331111892862,4092.7249852177174,0.027096812499999998,0.0352916875
47,0.465,0.005455217855709026,0.0016083424649811714,3.5816671726959744e-07,1.058080767033041e-07,3.391826041086896,4075.2970653385664,0.027096812499999998,0.0352916875
48,0.475,0.0052515996469406955,0.0015548363359651465,3.678150502472066e-07,1.0662227777389741e-07,3.3775899916056606,4058.1923760148466,0.027096812499999998,0.0352916875
49,0.485,0.005056683256461481,0.0015033191009171936,3.6248887060301656e-07,1.0150833844843648e-07,3.3636792437323093,4041.478538306717,0.027096812499999998,0.0352916875
50,0.495,0.00486972186057604,0.0014536463393728704,3.453811533650329e-07,9.847885401949659e-08,3.3500045565945062,4025.0483288304513,0.027096812499999998,0.0352916875
51,0.505,0.004690629796877238,0.0014058195582664068,3.394691870795151e-07,9.807736723877668e-08,3.3365802668597886,4008.918973168503,0.027096812499999998,0.0352916875
52,0.515,0.004518893015950684,0.0013597341040429256,3.1656652125397406e-07,9.276345192240822e-08,3.323365209796949,3993.0410116769353,0.027096812499999998,0.0352916875
53,0.525,0.004354343633133651,0.0013153483000138096,3.0010168314600345e-07,8.922373164685689e-08,3.3104111155105724,3977.4765983521083,0.027096812499999998,0.0352916875
54,0.535,0.0041965363139194085,0.0012725706032800591,3.0333525200952917e-07,9.062831685414852e-08,3.2976844688246048,3962.18546453137,0.027096812499999998,0.0352916875
55,0.545,0.004045175361329667,0.0012313443992659284,3.18809520588735e-07,9.400126041190269e-08,3.285169741090484,3947.1489524607123,0.0290760625,0.0352916875
56,0.555,0.003900075838818549,0.0011916234050051906,3.421168836888162e-07,1.0005442863226091e-07,3.2729097317466342,3932.418485893505,0.0290760625,0.0352916875
57,0.565,0.0037607043611748397,0.0011533042615572196,3.615160674051367e-07,1.0608285639023334e-07,3.260808519078083,3917.878814377987,0.0290760625,0.0416779375
58,0.575,0.0036269704962946254,0.001116364669838334,3.3621688657095935e-07,1.0085005126966065e-07,3.2489119319942863,3903.5850015931164,0.0290760625,0.0416779375
59,0.585,0.003498528115728356,0.0010807262329330816,3.387751433575705e-07,1.0242598354247362e-07,3.2372010682422143,3889.51433638114,0.0290760625,0.0416779375
60,0.595,0.0033751319656782713,0.001046328352109805,3.4140302858739877e-07,1.0616786273417956e-07,3.2256910164698223,3875.6849478329896,0.0290760625,0.0416779375
61,0.605,0.0032565441110889116,0.0010131321935588503,3.3339421113059477e-07,1.0670936164143008e-07,3.214332869681677,3862.0380739330003,0.0290760625,0.0416779375
62,0.615,0.003142713753655203,0.0009811158526554333,3.2372885422201133e-07,1.054847417615255e-07,3.2032035209188696,3848.6661020798497,0.0290760625,0.0416779375
63,0.625,0.0030332872427535178,0.0009502061561889323,3.2002070790275713e-07,1.0449715013139588e-07,3.192241202603196,3835.49481819913,0.0290760625,0.0416779375
64,0.635,0.002928118857893362,0.0009203684183645862,3.05915555290888e-07,9.825345062567774e-08,3.1814638567198688,3822.5457796816986,0.0290760625,0.0416779375
65,0.645,0.002827073490004871,0.0008915724700981034,2.925207823130624e-07,9.311772947166018e-08,3.1708846838819467,3809.834847134498,0.032673812499999996,0.0416779375
66,0.655,0.0027298367758212265,0.0008637673337704181,2.9718618131842504e-07,9.367686015115245e-08,3.1603843640454152,3797.218656888721,0.032673812499999996,0.0416779375
67,0.665,0.0026363222484268208,0.0008369166323256978,2.981463820852337e-07,9.296738519430135e-08,3.1500416488327825,3784.7918294385227,0.033010187499999996,0.0447881875
68,0.675,0.0025463652169130744,0.0008109818994710125,2.9600865778186447e-07,9.278032636049368e-08,3.1398545621967866,3772.5519905525875,0.033010187499999996,0.0416779375
69,0.685,0.0024598013894500978,0.0007859341702025316,2.967948007675066e-07,9.27358293755808e-08,3.129780435448198,3760.4478735733996,0.033010187499999996,0.0416779375
70,0.695,0.0023764944257895783,0.0007617265315927846,2.8556521559278816e-07,9.072757326044494e-08,3.1198787586147008,3748.5509560862774,0.033010187499999996,0.0416779375
71,0.705,0.0022963769433725005,0.0007383589403607822,2.8047731498279537e-07,8.852478910331016e-08,3.1101092136169277,3736.8127957039846,0.033010187499999996,0.0416779375
72,0.715,0.0022192780231204707,0.0007157789077231599,2.772644351062478e-07,8.722270318924751e-08,3.1005077114940853,3725.276539731516,0.033010187499999996,0.0416779375
73,0.725,0.0021450085182490117,0.0006939472213270678,2.685006181566805e-07,8.568923588207866e-08,3.0910254444812266,3713.8835453791658,0.033010187499999996,0.0447881875
74,0.735,0.002073496027199701,0.0006728456701927211,2.745085206325204e-07,8.790194239782721e-08,3.0816814598893023,3702.6566980925527,0.033010187499999996,0.0447881875
75,0.745,0.0020046268784508397,0.0006524443117785542,2.58151001511808e-07,8.476509925470078e-08,3.072487325372267,3691.609896469556,0.033010187499999996,0.0447881875
76,0.755,0.0019382408808053325,0.0006327114491623126,2.477924534832492e-07,8.181996499617494e-08,3.063388347676487,3680.677426274442,0.0344970625,0.0447881875
77,0.765,0.0018742777397167815,0.0006136347412794575,2.4895936115497e-07,8.321847524691513e-08,3.0543866141099243,3669.861795418852,0.0369540625,0.0447881875
78,0.775,0.001812650275463828,0.0005951904780739267,2.6153286648131626e-07,8.608238195056672e-08,3.0454960928301085,3659.1797867185023,0.0369540625,0.0447881875
79,0.785,0.001753270305185306,0.0005773572050751361,2.499917839223753e-07,8.225107483721408e-08,3.036716766974682,3648.6313799131804,0.0369540625,0.0447881875
80,0.795,0.0016960498086890346,0.0005601087793026669,2.3435417447090787e-07,7.810236950687584e-08,3.028072173409975,3638.2448546732226,0.0368565625,0.0447881875
81,0.805,0.0016408317455704714,0.0005434037824308219,2.281358310485172e-07,7.633541547722479e-08,3.0195442111766266,3627.9984625994866,0.0369540625,0.0447881875
82,0.815,0.0015876538727375446,0.0005272646302310181,2.3359961517151735e-07,7.723086017949464e-08,3.0111139297204947,3617.869434500173,0.0369540625,0.0470306875
83,0.825,0.0015363363606742673,0.0005116365528260057,2.3003725610038043e-07,7.540905717529183e-08,3.00278850717051,3607.8663949354486,0.0369540625,0.0447881875
84,0.835,0.0014868526075484012,0.0004965209934689637,2.3283318291133477e-07,7.615581230549238e-08,2.9945412723849723,3597.9572983864136,0.0369540625,0.0493706875
85,0.845,0.001439039701086049,0.0004818653031864017,2.2447625246540698e-07,7.354923973160386e-08,2.986394105510809,3588.1684339662147,0.0369540625,0.047571812500000005
86,0.855,0.0013929289949500031,0.0004676861459910116,2.1053541407355504e-07,7.042944975281747e-08,2.9783413660852243,3578.4930246287395,0.0369540625,0.047571812500000005
87,0.865,0.001348473341875244,0.00045397446558383397,2.026743660685662e-07,6.850753416000727e-08,2.9703726621298836,3568.9185843566365,0.0400545625,0.047571812500000005
88,0.875,0.0013055623767181989,0.0004406881441161531,1.935281097160238e-07,6.530364099114595e-08,2.9625538924734247,3559.5242909437247,0.0369540625,0.0447881875
89,0.885,0.0012641578727378682,0.0004278316885812312,1.8601777735039374e-07,6.323815036429568e-08,2.9548018683002395,3550.210192584691,0.0416779375,0.0447881875
90,0.895,0.0012241761094722151,0.00041537714569544424,1.766346720417635e-07,6.082330666740344e-08,2.9471436311755697,3541.0087798642926,0.0412538125,0.0447881875
91,0.905,0.0011856214857678604,0.0004033343608093549,1.8474044887907846e-07,6.292760087160301e-08,2.9395499143408492,3531.884888616134,0.0416194375,0.0505748125
92,0.915,0.001148359463976873,0.00039165714011729755,1.7143800076091635e-07,5.884758776045811e-08,2.9320529267842543,3522.8772181111694,0.0416194375,0.0505748125
93,0.925,0.0011123743697392444,0.000380346815521266,1.7801742988219497e-07,6.074120217015273e-08,2.924631742255376,3513.9606253480033,0.0412538125,0.0461190625
94,0.935,0.0010775757165639183,0.0003693732940080206,1.7469958035970213e-07,5.932458282679557e-08,2.9173081379849832,3505.161275785468,0.0412538125,0.0477570625
95,0.945,0.0010439743767606839,0.00035874649994829984,1.743074732365775e-07,5.906633865365728e-08,2.910061497216376,3496.454398280511,0.0412538125,0.0519349375
96,0.955,0.0010115450257504868,0.00034846235046588484,1.7163303983708253e-07,5.7473140861189455e-08,2.90288183041318,3487.8279903519374,0.0412538125,0.0519349375
97,0.965,0.0009801892414105242,0.0003384878519229436,1.6798121331810797e-07,5.669749279304599e-08,2.8957885366995777,3479.305360150843,0.0412538125,0.0519349375
98,0.975,0.0009499175845800996,0.00032883053609549705,1.7031243000718855e-07,5.680005338122987e-08,2.8887754642842234,3470.8791162671373,0.0412538125,0.0549915625
99,0.985,0.0009206345168261027,0.00031946004243012173,1.713027555892036e-07,5.670275789542098e-08,2.8818455974113917,3462.552844286223,0.0412538125,0.0519349375
100,0.995,0.0008923340823411107,0.00031037903705054894,1.6994698453306483e-07,5.674134504898138e-08,2.8749817990954827,3454.3059540285676,0.0412538125,0.0519349375
101,1.005,0.0008649483729419329,0.0003015716233499956,1.646039456470719e-07,5.5285967722932544e-08,2.8681358124272127,3446.0804645604803,0.040834562500000005,0.0544699375
102,1.015,0.0008385326997792171,0.00029304757986129706,1.623775085961394e-07,5.356743032567193e-08,2.8614216850932697,3438.013404785339,0.040834562500000005,0.0544699375
103,1.025,0.0008130134823571482,0.0002847851457301466,1.6544758340498208e-07,5.268004369729916e-08,2.854831070183464,3430.094745846067,0.0412538125,0.058111562500000005
104,1.035,0.0007883329381965506,0.0002767774399744597,1.4952713153767498e-07,4.746944037669719e-08,2.8482557619916418,3422.194478010031,0.0412538125,0.058111562500000005
105,1.045,0.0007644659123927076,0.00026901724493442287,1.4936717187957617e-07,4.7361367581598184e-08,2.8416985408465467,3414.3159418570335,0.0412538125,0.058111562500000005
106,1.055,0.0007413748853970872,0.00026148791328091424,1.4834868036040932e-07,4.6431122442619475e-08,2.8352166495765885,3406.527914950488,0.040834562500000005,0.0519349375
107,1.065,0.0007190490159020158,0.00025418876904327803,1.4893658247374685e-07,4.672746466377871e-08,2.828799315596792,3398.8174539721354,0.0415024375,0.0519349375
108,1.075,0.0006974194899541286,0.00024709634788843196,1.4828597961049665e-07,4.729064191596453e-08,2.8224597243704506,3391.200401326394,0.048892937500000004,0.058111562500000005
109,1.085,0.0006765235079033209,0.0002402282030601145,1.5018991068035858e-07,4.8147549713359826e-08,2.8161702051862254,3383.6435105061178,0.043623062500000004,0.0549915625
110,1.095,0.0006562788838793183,0.00023355692544679862,1.4257009199998963e-07,4.526906397316556e-08,2.8099311661336737,3376.1472718330847,0.043623062500000004,0.058111562500000005
111,1.105,0.000636662239345427,0.00022707742913568058,1.3984385945975422e-07,4.501692259952437e-08,2.803723125493975,3368.688277918302,0.043623062500000004,0.058111562500000005
112,1.115,0.0006176895146648571,0.00022079062683833954,1.3898997236614506e-07,4.501243749323685e-08,2.7976256216579456,3361.3620945622424,0.043623062500000004,0.058111562500000005
113,1.125,0.000599338349377758,0.00021469256353950125,1.3547272255710263e-07,4.408470594920803e-08,2.791612059108353,3354.1367671092075,0.043623062500000004,0.058111562500000005
114,1.135,0.0005815769235349453,0.00020877984316907807,1.2684189694139677e-07,4.153320930402271e-08,2.785599005666278,3346.9120513515677,0.043623062500000004,0.058111562500000005
115,1.145,0.0005644125260320165,0.00020305166285375695,1.1384291199729192e-07,3.857579343899651e-08,2.7796498590534613,3339.764119989878,0.0511549375,0.058111562500000005
116,1.155,0.0005477973776926626,0.0001974920900297373,1.1028142590620787e-07,3.724804011982662e-08,2.7737686993447594,3332.6978752558234,0.0511549375,0.058111562500000005
117,1.165,0.0005317174022326666,0.00019210073686773337,1.14652278455301e-07,3.7904869963390176e-08,2.7679092277442363,3325.6576888993336,0.0511549375,0.058111562500000005
118,1.175,0.0005161359362371382,0.00018686454114079823,1.1401272755884099e-07,3.735180272455236e-08,2.762086017422863,3318.661070663,0.0511549375,0.058111562500000005
119,1.185,0.0005010331759188108,0.00018177295083417387,1.114621191006355e-07,3.6821721257041e-08,2.7563681703989538,3311.7910469901094,0.0511549375,0.058111562500000005
120,1.195,0.0004864014453425699,0.00017682731941585122,1.0908174808780434e-07,3.570304965792997e-08,2.750714351998302,3304.997954049308,0.0511549375,0.058111562500000005
121,1.205,0.00047224334024335195,0.00017203300718192472,1.0914106366110877e-07,3.582867585001001e-08,2.745074029566635,3298.22107658717,0.0511549375,0.0550208125
122,1.215,0.0004585400519745778,0.00016738054365061285,1.0959554881246332e-07,3.640890169902418e-08,2.7395062889252295,3291.5314065328603,0.0511549375,0.0550208125
123,1.225,0.00044524156580347084,0.00016285187821042543,1.0304031058564925e-07,3.466300988816388e-08,2.7340278214547937,3284.948998669259,0.0511549375,0.0550208125
124,1.235,0.000432345810869091,0.00015845495021452855,1.0219503610344874e-07,3.436788247505432e-08,2.728509335200622,3278.3185080237154,0.0511549375,0.0550208125
125,1.245,0.00041986081993221304,0.0001541866642431893,1.0179941877179931e-07,3.4776143463881745e-08,2.7230683145851833,3271.7810927559676,0.0511549375,0.0618019375
126,1.255,0.00040777829842517495,0.00015004458131433752,1.0472687624162213e-07,3.5709689619432055e-08,2.7177142610095024,3265.348168849987,0.0550208125,0.0550208125
127,1.265,0.0003960773953863328,0.00014602329466722357,1.0586984671410557e-07,3.612530890936842e-08,2.7124260981028008,3258.994412933953,0.0511549375,0.0618019375
128,1.275,0.0003847429983766016,0.000142121336443643,1.0401873170194756e-07,3.564875503107639e-08,2.7071445287820532,3252.6485792465837,0.0511549375,0.0618019375
129,1.285,0.0003737570436754525,0.00013833110537509691,1.0504429778465784e-07,3.6626650110966936e-08,2.7019016631290373,3246.349248222268,0.0511549375,0.058082312500000004
130,1.295,0.0003630899150881984,0.00013464154259531236,1.0472916287756094e-07,3.646737471273318e-08,2.6967153531471766,3240.117869138263,0.0476449375,0.058082312500000004
131,1.305,0.00035276757938637365,0.00013106488887415166,1.0177571416184182e-07,3.630608511908843e-08,2.691549067157877,3233.910548988039,0.0511549375,0.058082312500000004
132,1.315,0.00034275766296176715,0.0001275875614806964,1.0167673106098647e-07,3.647168669760001e-08,2.686450457896911,3227.784542787596,0.0511549375,0.058082312500000004
133,1.325,0.00033302423555017514,0.00012419980762371776,1.018317064279672e-07,3.661398241347596e-08,2.6813587067632407,3221.6667766636497,0.0511549375,0.0655166875
134,1.335,0.00032362830057360877,0.00012092256193726036,9.940575386316161e-08,3.576200785438573e-08,2.6763268606690667,3215.620986763926,0.0511549375,0.058082312500000004
135,1.345,0.0003145275750982869,0.00011773962694245916,9.481629176665213e-08,3.3834453778289956e-08,2.6713824671110986,3209.680271552538,0.0511549375,0.058082312500000004
136,1.355,0.00030565567242790676,0.00011463215322455114,9.36130035309607e-08,3.3459404414391505e-08,2.66640435366474,3203.6990417155366,0.0511549375,0.058082312500000004
137,1.365,0.00029704347107414495,0.0001116106452319564,8.46910759573249e-08,3.038052823773796e-08,2.6614259818748485,3197.7175014774034,0.0511549375,0.058082312500000004
138,1.375,0.000288716641700829,0.00010868052559603445,8.142951678678502e-08,2.9525282630145733e-08,2.6565628029256025,3191.874366051234,0.0511549375,0.058082312500000004
139,1.385,0.00028063557519299284,0.00010582854507038175,7.79037220344342e-08,2.8408464246782137e-08,2.651794702519579,3186.1454680014745,0.0511549375,0.058082312500000004
140,1.395,0.0002727997284761409,0.00010305619088206398,7.714747246476351e-08,2.7866834946120344e-08,2.6470969491617344,3180.5010923050213,0.0511549375,0.058082312500000004
141,1.405,0.00026519801564425566,0.00010036573644824938,7.623090277721825e-08,2.7456710728672864e-08,2.642316242864388,3174.7570482096526,0.0511549375,0.0601541875
142,1.415,0.0002578234476320292,9.774922956568709e-05,7.398477829138342e-08,2.69287213763193e-08,2.637600815654234,3169.0914372854554,0.0511549375,0.0601541875
143,1.425,0.0002506756306221672,9.520958029259316e-05,7.409362639640057e-08,2.671447747928623e-08,2.6328824247707407,3163.4222654919463,0.0511549375,0.0601541875
144,1.435,0.00024372072137845125,9.273337205121038e-05,7.362307314065372e-08,2.6404938537613533e-08,2.62818784637596,3157.7817045305355,0.0601541875,0.0601541875
145,1.445,0.00023696907581410157,9.032458984465497e-05,7.272667805446764e-08,2.5847334393077882e-08,2.6235278369008217,3152.182678310312,0.0601541875,0.0601541875
146,1.455,0.00023045762700917043,8.799541831934817e-05,7.189471545043663e-08,2.5156410830545195e-08,2.6189730262183217,3146.7100490001085,0.0601541875,0.0601541875
147,1.465,0.00022410156071728894,8.571811993144204e-05,6.72918672895885e-08,2.3672926279013387e-08,2.6144012595764696,3141.217047014375,0.0511549375,0.0618019375
148,1.475,0.0002179532811086192,8.350989104350313e-05,6.43775228481583e-08,2.2680011139575478e-08,2.609909776975759,3135.8205067319523,0.0511549375,0.0618019375
149,1.485,0.00021199401066861645,8.136542397586145e-05,6.016326203509217e-08,2.0882331758813216e-08,2.605455736720654,3130.4689536273263,0.0511549375,0.0618019375
150,1.495,0.00020618802106454586,7.927122306538014e-05,6.109619712043701e-08,2.101974098713668e-08,2.6010450336371016,3125.1694703652897,0.0559811875,0.06704256250000001
151,1.505,0.00020056750255970793,7.724164962604159e-05,6.214639399788111e-08,2.153292699861445e-08,2.5966237584352125,3119.8572846467264,0.0559811875,0.06704256250000001
152,1.515,0.00019507376032522748,7.525414363709532e-05,5.9573247959381647e-08,2.0621185430860503e-08,2.59219959057602,3114.541623384997,0.0559811875,0.0696604375
153,1.525,0.0001897564114833675,7.33256325630665e-05,6.014447757767373e-08,2.1219745580672583e-08,2.5878591817146654,3109.3265990055684,0.0559811875,0.07802106249999999
154,1.535,0.00018459721911309428,7.145060756624367e-05,5.924843396733777e-08,2.0916974759853563e-08,2.5835640227684493,3104.1659426403417,0.0559811875,0.07802106249999999
155,1.545,0.0001795808919473191,6.962368242663486e-05,5.695897394791201e-08,1.979339031227327e-08,2.5793075816774036,3099.0518059844517,0.0559811875,0.0635130625
156,1.555,0.00017472527165742876,6.785232692284875e-05,5.451899298149167e-08,1.9200382071402987e-08,2.5750814980317407,3093.974143960981,0.0559811875,0.06575068749999999
157,1.565,0.00017001566437484141,6.613125817138207e-05,5.658453691253834e-08,1.9813738651696532e-08,2.5708820469472746,3088.9284811017283,0.058082312500000004,0.06704256250000001
158,1.575,0.00016543496075387804,6.445608144093195e-05,5.439165502445773e-08,1.9007083049835765e-08,2.566630751599194,3083.820527083435,0.058082312500000004,0.06704256250000001
159,1.585,0.00016097127104989728,6.281984463247553e-05,5.566438837663767e-08,1.9218877656275002e-08,2.562427080035806,3078.769793296265,0.058082312500000004,0.06704256250000001
160,1.595,0.00015664562457141083,6.123105074623852e-05,5.6086597861258156e-08,1.953415389109057e-08,2.5582710514082385,3073.7763027503993,0.0559811875,0.06704256250000001
161,1.605,0.00015243439398892196,5.968078386428497e-05,5.387663305831282e-08,1.8823733737774897e-08,2.5541620622068257,3068.839330325758,0.0559811875,0.06704256250000001
162,1.615,0.00014835357741145762,5.81750920377407e-05,5.372602432901568e-08,1.900163817315174e-08,2.5501219201374745,3063.9850780972147,0.0559811875,0.06704256250000001
163,1.625,0.00014437498894687346,5.670602351986097e-05,5.3542858125904274e-08,1.878564184548997e-08,2.5460256245318793,3059.0633570955997,0.058082312500000004,0.0843293125
164,1.635,0.0001405172860427736,5.527900644884615e-05,5.342720393324168e-08,1.8742846425097935e-08,2.541964754247255,3054.184199805933,0.058082312500000004,0.0843293125
165,1.645,0.00013677902733628814,5.389333069575468e-05,5.222131346798704e-08,1.887867700118164e-08,2.537958325649793,3049.3704544935426,0.0559811875,0.0843293125
166,1.655,0.00013314509104851076,5.254383895453097e-05,5.090961092959749e-08,1.8413410804361676e-08,2.533981027989379,3044.591710157271,0.0559811875,0.0729364375
167,1.665,0.00012961730574123154,5.123052559703992e-05,4.800694877440125e-08,1.7486869805388395e-08,2.5300795615636,3039.904077453561,0.058082312500000004,0.0729364375
168,1.675,0.00012619005702691158,4.995368307451098e-05,4.727626912723545e-08,1.7291193578696563e-08,2.5261412024151717,3035.1721179469655,0.058082312500000004,0.0729364375
169,1.685,0.00012285580257554148,4.8709507507405517e-05,4.68946955770588e-08,1.7055176448778612e-08,2.522214016572908,3030.453583227276,0.0596861875,0.0729364375
170,1.695,0.0001196129396520388,4.7495901300967526e-05,4.544768378846964e-08,1.6896397819990053e-08,2.5183844579364196,3025.8523481156362,0.0534803125,0.0729364375
