mesh 2_z,z mid [cm],"(n,p) [rxns]",flux*V [trks-cm],"(n,p) sd",flux*V sd,"(n,p) macro-xs [1/cm]","(n,p) micro-xs [b]","(n,p) mode [eV]",flux mode [eV]
171,1.705,0.00011645498036013297,4.6313366208245825e-05,4.4697554318278716e-08,1.7031724921584656e-08,2.5145004540697546,3021.1856967697695,0.0534705625,0.0534705625
172,1.715,0.00011339562165637007,4.516649574828199e-05,4.3979517092250076e-08,1.7095607440427685e-08,2.5106136701048656,3016.5157051210704,0.06759831250000001,0.06759831250000001
173,1.725,0.00011040495738837712,4.4041407134982724e-05,4.4223488924328795e-08,1.7271671803572853e-08,2.5068444577621336,3011.9869764029986,0.06759831250000001,0.06759831250000001
174,1.735,0.00010751158562276135,4.2951476586177345e-05,4.6312382088943655e-08,1.7968555561736396e-08,2.503094053287117,3007.4808454382246,0.07487668750000001,0.07487668750000001
175,1.745,0.00010468349768041492,4.1885271661008206e-05,4.6621274579358974e-08,1.8062258328906102e-08,2.4992913625499242,3002.911892250783,0.0579945625,0.0729364375
176,1.755,0.00010195381848233974,4.0853143473952496e-05,4.666358242237727e-08,1.8238949152571408e-08,2.4956174681476924,2998.4976885462256,0.0579945625,0.0729364375
177,1.765,9.929671433729754e-05,3.98476572645827e-05,4.5588296650293934e-08,1.7887947610649783e-08,2.4919084622210455,2994.0412981579543,0.0579945625,0.07905456250000001
178,1.775,9.671278940701475e-05,3.886772381682138e-05,4.593340249307287e-08,1.764512681152489e-08,2.488254518397058,2989.651065179486,0.0658628125,0.0658628125
179,1.785,9.418789859420504e-05,3.791167506246338e-05,4.8611017997625664e-08,1.8415918590078513e-08,2.484403509974719,2985.024058035828,0.0658628125,0.0658628125
180,1.795,9.175503379635033e-05,3.6987862384317396e-05,4.7927525187165444e-08,1.8236897418084987e-08,2.480679549496049,2980.5496996736006,0.0579945625,0.07436481249999999
181,1.805,8.937835203527532e-05,3.608190262872612e-05,4.9030369221906914e-08,1.8455038880634272e-08,2.4770964257333246,2976.2445573761797,0.0579945625,0.0729364375
182,1.815,8.70655908392231e-05,3.5199325113464124e-05,4.933879350810541e-08,1.856752238494636e-08,2.473501709438161,2971.9254865892503,0.0649999375,0.0649999375
183,1.825,8.481094064949395e-05,3.43373915730849e-05,4.979923417302267e-08,1.880521931527782e-08,2.469929623774112,2967.6336066262165,0.0579945625,0.08213556250000001
184,1.835,8.262159474727796e-05,3.350011556851181e-05,4.9328428610180315e-08,1.873373966419137e-08,2.4663077528286954,2963.281909382286,0.0579945625,0.08213556250000001
185,1.845,8.050021553822302e-05,3.268664280466323e-05,4.9104943083867743e-08,1.886966829695571e-08,2.4627862830482696,2959.050844673186,0.0579945625,0.08213556250000001
186,1.855,7.844080387233469e-05,3.189465525105854e-05,4.7753508734057473e-08,1.849220921186179e-08,2.4593714293159303,2954.94787971408,0.06812481249999999,0.0729364375
187,1.865,7.64192121189443e-05,3.1117086795146334e-05,4.755914247922029e-08,1.8045765240216174e-08,2.4558601074077484,2950.7290077275657,0.06812481249999999,0.06812481249999999
188,1.875,7.446809781607042e-05,3.036557707627353e-05,4.6983016669255366e-08,1.8148966162739618e-08,2.45238539774885,2946.554125553692,0.06812481249999999,0.06812481249999999
189,1.885,7.256692561688296e-05,2.9631739220173468e-05,4.5302568543947896e-08,1.7421120177013262e-08,2.4489593768926987,2942.43774323581,0.06812481249999999,0.06812481249999999
190,1.895,7.070316873268333e-05,2.8912630733444935e-05,4.5632554110234654e-08,1.7908145126910967e-08,2.445407662295387,2938.17033921803,0.06812481249999999,0.06812481249999999
191,1.905,6.889857702123502e-05,2.821358739375649e-05,4.450235881648885e-08,1.763582947021492e-08,2.4420353236073016,2934.1184563111824,0.06812481249999999,0.06812481249999999
192,1.915,6.714826686247884e-05,2.753458736989358e-05,4.363888179550662e-08,1.7132022803547266e-08,2.4386879658091045,2930.0965880766726,0.06812481249999999,0.06812481249999999
193,1.925,6.543580864576776e-05,2.686946433765677e-05,4.386801651260565e-08,1.71954820770847e-08,2.4353224099842357,2926.0528548161287,0.06812481249999999,0.0729364375
194,1.935,6.377569668238641e-05,2.622355519100247e-05,4.264401835234526e-08,1.6880312939539152e-08,2.432000398796743,2922.061440669467,0.06812481249999999,0.0729364375
195,1.945,6.215737845079935e-05,2.5592635173247862e-05,4.3048981271488586e-08,1.6969485898151403e-08,2.4287213110345447,2918.1215992470593,0.06812481249999999,0.0729364375
196,1.955,6.057876952116561e-05,2.4976610309411315e-05,4.284945919050005e-08,1.6770309680700118e-08,2.425419973755975,2914.1550249121515,0.06812481249999999,0.0729364375
197,1.965,5.904333045250701e-05,2.4377953737866813e-05,4.240840776060051e-08,1.6538511501825483e-08,2.4219969849558662,2910.042285625764,0.0729364375,0.0729364375
198,1.975,5.7553790866040845e-05,2.37961485561968e-05,3.844874332319581e-08,1.529684295798381e-08,2.418617900712893,2905.9822978987672,0.0729364375,0.0729364375
199,1.985,5.610327351070019e-05,2.3226412533101044e-05,3.842893902114309e-08,1.546552188962682e-08,2.415494576734345,2902.22960749257,0.0729364375,0.0729364375
200,1.995,5.4688105826765796e-05,2.26714148879363e-05,3.8321338322467334e-08,1.544596492116009e-08,2.41220524158225,2898.277453776587,0.0729364375,0.0729364375
