mesh 2_x,mesh 2_y,mesh 2_z,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,z mid [cm],energy mid [eV]
1,1,1,0.013044625,0.0130495,total,flux,9.127892386073091e-07,2.8435507855110523e-09,0.005,0.013047062500000001
1,1,2,0.013044625,0.0130495,total,flux,8.584746311472271e-07,2.6455473895603506e-09,0.015,0.013047062500000001
1,1,3,0.0151555,0.015160375,total,flux,8.103635690061687e-07,2.368152049356571e-09,0.025,0.0151579375
1,1,4,0.01485325,0.014858125,total,flux,7.647434000937397e-07,2.45969856741342e-09,0.035,0.014855687499999999
1,1,5,0.015940375,0.01594525,total,flux,7.234819189416587e-07,2.8934248801846238e-09,0.045,0.0159428125
1,1,6,0.015940375,0.01594525,total,flux,6.84853131973186e-07,2.9140383741375214e-09,0.055,0.0159428125
1,1,7,0.018251125,0.018255999999999998,total,flux,6.486616811424545e-07,2.93067782835045e-09,0.065,0.0182535625
1,1,8,0.018251125,0.018255999999999998,total,flux,6.168251348877211e-07,2.8122358427509635e-09,0.075,0.0182535625
1,1,9,0.018251125,0.018255999999999998,total,flux,5.856403394922756e-07,2.6776245154171497e-09,0.085,0.0182535625
1,1,10,0.018251125,0.018255999999999998,total,flux,5.556371181236066e-07,2.435982892171042e-09,0.095,0.0182535625
1,1,11,0.018251125,0.018255999999999998,total,flux,5.270352451401075e-07,2.2633325570271825e-09,0.105,0.0182535625
1,1,12,0.018845874999999998,0.01885075,total,flux,5.007181219147057e-07,1.8693346397654937e-09,0.115,0.0188483125
1,1,13,0.02066425,0.020669125,total,flux,4.77097173621816e-07,2.3140026593554562e-09,0.125,0.0206666875
1,1,14,0.02066425,0.020669125,total,flux,4.540878700780117e-07,2.2386582436482567e-09,0.135,0.0206666875
1,1,15,0.02066425,0.020669125,total,flux,4.3266443586681133e-07,2.032813189295681e-09,0.145,0.0206666875
1,1,16,0.021868375,0.021873249999999997,total,flux,4.1306663385100134e-07,2.494855811848532e-09,0.155,0.021870812499999996
1,1,17,0.0231895,0.023194375,total,flux,3.942157681828213e-07,1.997992490202708e-09,0.165,0.0231919375
1,1,18,0.0231895,0.023194375,total,flux,3.768037851244924e-07,2.0082131004155067e-09,0.175,0.0231919375
1,1,19,0.0231895,0.023194375,total,flux,3.594247054656288e-07,2.0317032692851106e-09,0.185,0.0231919375
1,1,20,0.0231895,0.023194375,total,flux,3.4300247952465605e-07,2.016611566827396e-09,0.195,0.0231919375
1,1,21,0.025573375,0.025578249999999997,total,flux,3.2816810612615853e-07,1.8316835191969201e-09,0.205,0.025575812499999996
1,1,22,0.025573375,0.025578249999999997,total,flux,3.1416893452368385e-07,1.7790243420022966e-09,0.215,0.025575812499999996
1,1,23,0.025573375,0.025578249999999997,total,flux,3.0075046462605834e-07,1.8117289892046182e-09,0.225,0.025575812499999996
1,1,24,0.025573375,0.025578249999999997,total,flux,2.8787758668332317e-07,1.7266656096820242e-09,0.235,0.025575812499999996
1,1,25,0.025573375,0.025578249999999997,total,flux,2.7555042767682074e-07,1.7137508596296585e-09,0.245,0.025575812499999996
1,1,26,0.025573375,0.025578249999999997,total,flux,2.637102281461888e-07,1.6030030323350159e-09,0.255,0.025575812499999996
1,1,27,0.025573375,0.025578249999999997,total,flux,2.526726765637738e-07,1.646488811258962e-09,0.265,0.025575812499999996
1,1,28,0.029073625,0.029078499999999997,total,flux,2.421047590708489e-07,1.2471938977210154e-09,0.275,0.0290760625
1,1,29,0.029073625,0.029078499999999997,total,flux,2.321554930119851e-07,1.2903770859491413e-09,0.285,0.0290760625
1,1,30,0.0285325,0.028537374999999997,total,flux,2.2297912757577595e-07,1.371432702808056e-09,0.295,0.028534937499999996
1,1,31,0.029073625,0.029078499999999997,total,flux,2.1417913388254682e-07,1.2269113012119247e-09,0.305,0.0290760625
1,1,32,0.029073625,0.029078499999999997,total,flux,2.0605645095052044e-07,1.2219266195441029e-09,0.315,0.0290760625
1,1,33,0.029073625,0.029078499999999997,total,flux,1.9811656754050926e-07,1.1831902685424775e-09,0.325,0.0290760625
1,1,34,0.029073625,0.029078499999999997,total,flux,1.904395093574972e-07,1.2035073350859835e-09,0.335,0.0290760625
1,1,35,0.029073625,0.029078499999999997,total,flux,1.8289518121185455e-07,1.2083894667418629e-09,0.345,0.0290760625
1,1,36,0.029073625,0.029078499999999997,total,flux,1.7571781721422393e-07,1.2342401140017831e-09,0.355,0.0290760625
1,1,37,0.029073625,0.029078499999999997,total,flux,1.6873552900713307e-07,1.2074234168085991e-09,0.365,0.0290760625
1,1,38,0.029073625,0.029078499999999997,total,flux,1.6195830305522148e-07,1.1786642080601368e-09,0.375,0.0290760625
1,1,39,0.029073625,0.029078499999999997,total,flux,1.5517956044921615e-07,1.2169676834757116e-09,0.385,0.0290760625
1,1,40,0.033115,0.033119875,total,flux,1.491910785415889e-07,1.129683335180618e-09,0.395,0.0331174375
1,1,41,0.033851125,0.033856000000000004,total,flux,1.4331840293335811e-07,1.3654613040495789e-09,0.405,0.0338535625
1,1,42,0.033851125,0.033856000000000004,total,flux,1.3801054254806326e-07,1.311482851118481e-09,0.415,0.0338535625
1,1,43,0.033851125,0.033856000000000004,total,flux,1.3287280635118914e-07,1.250955733891148e-09,0.425,0.0338535625
1,1,44,0.03528925,0.035294125,total,flux,1.277021498413011e-07,1.2108755716643389e-09,0.435,0.0352916875
1,1,45,0.033851125,0.033856000000000004,total,flux,1.2316447875433265e-07,1.1108947066052226e-09,0.445,0.0338535625
1,1,46,0.03528925,0.035294125,total,flux,1.1879985712854743e-07,1.0462912412754474e-09,0.455,0.0352916875
1,1,47,0.03528925,0.035294125,total,flux,1.146798039053139e-07,1.002500416896493e-09,0.465,0.0352916875
1,1,48,0.03528925,0.035294125,total,flux,1.1071707617886268e-07,9.69575718602601e-10,0.475,0.0352916875
1,1,49,0.03528925,0.035294125,total,flux,1.068253298175246e-07,9.429736770744817e-10,0.485,0.0352916875
1,1,50,0.03528925,0.035294125,total,flux,1.0300763142474e-07,8.975673871250106e-10,0.495,0.0352916875
1,1,51,0.03528925,0.035294125,total,flux,9.925033385912173e-08,8.913214650854709e-10,0.505,0.0352916875
1,1,52,0.03528925,0.035294125,total,flux,9.570871346768757e-08,8.781213751607302e-10,0.515,0.0352916875
1,1,53,0.03528925,0.035294125,total,flux,9.232014344574259e-08,8.171173774218123e-10,0.525,0.0352916875
1,1,54,0.03528925,0.035294125,total,flux,8.913932839430854e-08,8.290099409483898e-10,0.535,0.0352916875
1,1,55,0.03528925,0.035294125,total,flux,8.586921404519598e-08,8.052300025730846e-10,0.545,0.0352916875
1,1,56,0.03528925,0.035294125,total,flux,8.266326548293303e-08,8.158629101230945e-10,0.555,0.0352916875
