mesh 1_x,mesh 1_y,mesh 1_z,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,z mid [cm],energy mid [eV]
1,1,1,0.0025,0.002504875,total,"(n,p)",1.5202105729775393e-05,1.9703761108209484e-09,0.005,0.0025024375000000003
1,1,2,0.004191625,0.0041965,total,"(n,p)",1.1798727084665073e-05,1.5497405482459346e-09,0.015,0.0041940625
1,1,3,0.0057175,0.005722375,total,"(n,p)",9.65690569990754e-06,1.432848646179721e-09,0.025,0.0057199375
1,1,4,0.007204375000000001,0.00720925,total,"(n,p)",8.11326091946265e-06,1.0259529389900623e-09,0.035,0.0072068125000000005
1,1,5,0.008540124999999999,0.008545,total,"(n,p)",6.9289161858914586e-06,1.0959822757294741e-09,0.045,0.0085425625
1,1,6,0.009856375,0.00986125,total,"(n,p)",5.983387523294134e-06,8.281469348756985e-10,0.055,0.009858812500000001
1,1,7,0.011055625,0.011060500000000001,total,"(n,p)",5.212319666627758e-06,7.285227352469412e-10,0.065,0.0110580625
1,1,8,0.012016,0.012020875,total,"(n,p)",4.572878644560709e-06,6.562036530974469e-10,0.075,0.0120184375
1,1,9,0.01309825,0.013103125,total,"(n,p)",4.034436614552748e-06,7.049825318535612e-10,0.085,0.0131006875
1,1,10,0.01415125,0.014156125,total,"(n,p)",3.5766681023314437e-06,6.611761949290727e-10,0.095,0.014153687500000001
1,1,11,0.0151945,0.015199375000000001,total,"(n,p)",3.184690990541827e-06,6.432247494537037e-10,0.105,0.0151969375
1,1,12,0.0160135,0.016018374999999998,total,"(n,p)",2.8452609727842377e-06,5.732353612871168e-10,0.115,0.0160159375
1,1,13,0.0169105,0.016915375,total,"(n,p)",2.550392075380978e-06,4.729778389472403e-10,0.125,0.0169129375
1,1,14,0.01799275,0.017997625,total,"(n,p)",2.292767029927594e-06,4.812122090898439e-10,0.135,0.0179951875
1,1,15,0.01875325,0.018758124999999997,total,"(n,p)",2.0667554946248456e-06,4.4885028879233327e-10,0.145,0.0187556875
1,1,16,0.019430874999999997,0.019435749999999998,total,"(n,p)",1.86731506180394e-06,3.763312891232515e-10,0.155,0.019433312499999997
1,1,17,0.020742249999999997,0.020747124999999998,total,"(n,p)",1.6903048628716265e-06,2.95757109080679e-10,0.165,0.020744687499999998
1,1,18,0.021127374999999997,0.021132249999999998,total,"(n,p)",1.533559751957958e-06,4.176684272899296e-10,0.175,0.021129812499999998
1,1,19,0.021912249999999998,0.021917125,total,"(n,p)",1.3938667701333696e-06,3.644730490273562e-10,0.185,0.0219146875
1,1,20,0.022599624999999998,0.0226045,total,"(n,p)",1.2690079900602014e-06,3.495993629837195e-10,0.195,0.0226020625
1,1,21,0.023896374999999997,0.02390125,total,"(n,p)",1.157831502173723e-06,3.103385433370642e-10,0.205,0.023898812499999998
1,1,22,0.024208374999999997,0.02421325,total,"(n,p)",1.05718283419281e-06,2.9780161737263074e-10,0.215,0.024210812499999998
1,1,23,0.024861625,0.0248665,total,"(n,p)",9.666348445015837e-07,2.851841010804359e-10,0.225,0.0248640625
1,1,24,0.025865875,0.025870749999999998,total,"(n,p)",8.850435266295159e-07,2.259093333203371e-10,0.235,0.025868312499999997
1,1,25,0.026645875,0.026650749999999997,total,"(n,p)",8.116706208192243e-07,3.59492072700036e-10,0.245,0.0266483125
1,1,26,0.027567249999999998,0.027572125,total,"(n,p)",7.450119244218066e-07,2.9191893162534223e-10,0.255,0.0275696875
1,1,27,0.027864624999999997,0.0278695,total,"(n,p)",6.846905298840744e-07,2.688499841487197e-10,0.265,0.027867062499999998
1,1,28,0.028615375,0.02862025,total,"(n,p)",6.297823079807353e-07,2.1591393433643275e-10,0.275,0.0286178125
1,1,29,0.029541625,0.0295465,total,"(n,p)",5.800095886647577e-07,1.9636017243584886e-10,0.285,0.0295440625
1,1,30,0.030550749999999998,0.030555625,total,"(n,p)",5.346220408159662e-07,2.1550207028701913e-10,0.295,0.0305531875
1,1,31,0.0313795,0.031384375,total,"(n,p)",4.93199988512877e-07,2.0484515241616172e-10,0.305,0.0313819375
1,1,32,0.0313795,0.031384375,total,"(n,p)",4.555221208110765e-07,1.982637143603855e-10,0.315,0.0313819375
1,1,33,0.03238375,0.032388625,total,"(n,p)",4.2095090843744395e-07,1.5537936418854554e-10,0.325,0.0323861875
1,1,34,0.032803,0.032807875,total,"(n,p)",3.893136217734545e-07,1.4708891712763875e-10,0.335,0.0328054375
1,1,35,0.033402625,0.0334075,total,"(n,p)",3.604118933596384e-07,1.518714533544768e-10,0.345,0.0334050625
1,1,36,0.034051000000000005,0.034055875,total,"(n,p)",3.338566754338036e-07,1.5596478772806995e-10,0.355,0.034053437500000006
1,1,37,0.035060125000000004,0.035065,total,"(n,p)",3.0952830482084955e-07,1.8370179155231868e-10,0.365,0.035062562500000005
1,1,38,0.035201500000000004,0.035206375000000005,total,"(n,p)",2.871021136790577e-07,1.3319054224637052e-10,0.375,0.035203937500000004
1,1,39,0.036249625,0.0362545,total,"(n,p)",2.664962404414593e-07,1.4930273162504308e-10,0.385,0.0362520625
1,1,40,0.0369955,0.037000375,total,"(n,p)",2.475269370712099e-07,1.3996388534344473e-10,0.395,0.0369979375
1,1,41,0.037799875000000004,0.037804750000000005,total,"(n,p)",2.3006567998024197e-07,9.363488123544798e-11,0.405,0.037802312500000004
1,1,42,0.038170375,0.03817525,total,"(n,p)",2.1403343002753407e-07,9.682181289462022e-11,0.415,0.0381728125
1,1,43,0.038428750000000005,0.038433625,total,"(n,p)",1.9919525459578543e-07,1.0265828328009397e-10,0.425,0.038431187500000005
1,1,44,0.03891625,0.038921125,total,"(n,p)",1.8543104954362996e-07,1.2079273028680297e-10,0.435,0.0389186875
1,1,45,0.039784,0.039788875,total,"(n,p)",1.7275319585479604e-07,9.122722712720334e-11,0.445,0.0397864375
1,1,46,0.039784,0.039788875,total,"(n,p)",1.609654604980108e-07,8.817327624362349e-11,0.455,0.0397864375
1,1,47,0.0408175,0.040822375,total,"(n,p)",1.5011025268343047e-07,1.0937427457344188e-10,0.465,0.0408199375
1,1,48,0.041436625000000005,0.0414415,total,"(n,p)",1.4005670096314932e-07,9.422083877190403e-11,0.475,0.0414390625
1,1,49,0.0420655,0.042070375,total,"(n,p)",1.3078021644862957e-07,8.067298565667397e-11,0.485,0.0420679375
1,1,50,0.0420655,0.042070375,total,"(n,p)",1.2214377314610475e-07,7.76574825157446e-11,0.495,0.0420679375
1,1,51,0.043679125,0.043684,total,"(n,p)",1.1404721011101671e-07,8.131589180605175e-11,0.505,0.0436815625
1,1,52,0.043679125,0.043684,total,"(n,p)",1.06624427040055e-07,8.696586665524068e-11,0.515,0.0436815625
1,1,53,0.044654125,0.044659000000000004,total,"(n,p)",9.971651469082736e-08,8.895240861185699e-11,0.525,0.044656562500000004
1,1,54,0.046184875,0.04618975,total,"(n,p)",9.332002883831915e-08,7.213709925278922e-11,0.535,0.0461873125
1,1,55,0.046184875,0.04618975,total,"(n,p)",8.73619496013653e-08,6.74843146758982e-11,0.545,0.0461873125
1,1,56,0.046184875,0.04618975,total,"(n,p)",8.182025505386149e-08,6.549573523517071e-11,0.555,0.0461873125
1,1,57,0.046184875,0.04618975,total,"(n,p)",7.66347346478915e-08,6.232348738108022e-11,0.565,0.0461873125
1,1,58,0.04620925,0.046214125,total,"(n,p)",7.17813124799784e-08,7.648475164517684e-11,0.575,0.0462116875
1,1,59,0.047842375,0.04784725,total,"(n,p)",6.729519224834773e-08,6.088637281677462e-11,0.585,0.0478448125
1,1,60,0.048466375,0.04847125,total,"(n,p)",6.31188871493252e-08,7.201480765055926e-11,0.595,0.0484688125
1,1,61,0.048466375,0.04847125,total,"(n,p)",5.920489174473562e-08,6.670314796393701e-11,0.605,0.0484688125
1,1,62,0.049597375,0.04960225,total,"(n,p)",5.5553108860831533e-08,5.636988751853373e-11,0.615,0.0495998125
1,1,63,0.049597375,0.04960225,total,"(n,p)",5.214143509295437e-08,5.380955342799436e-11,0.625,0.0495998125
1,1,64,0.05049925,0.050504125000000004,total,"(n,p)",4.895714027875381e-08,6.863599258391368e-11,0.635,0.0505016875
1,1,65,0.0515425,0.051547375,total,"(n,p)",4.599813674882193e-08,4.999826392179471e-11,0.645,0.0515449375
1,1,66,0.0515425,0.051547375,total,"(n,p)",4.3237819345873223e-08,4.6819061965476584e-11,0.655,0.0515449375
1,1,67,0.0515425,0.051547375,total,"(n,p)",4.0644010060840073e-08,4.614750498380602e-11,0.665,0.0515449375
