mesh 1_z,z mid [cm],"(n,p) [rxns]",flux*V [trks-cm],"(n,p) sd",flux*V sd,"(n,p) macro-xs [1/cm]","(n,p) micro-xs [b]","(n,p) mode [eV]",flux mode [eV]
35,0.345,0.004835844,0.00077374,1.93E-08,3.00E-09,6.249962897,3754.681865,0.033405063,0.042326313
36,0.355,0.004515181,0.000726972,2.02E-08,3.06E-09,6.21094008,3731.238804,0.034053438,0.042638313
37,0.365,0.004217969,0.000683295,1.87E-08,2.88E-09,6.172983678,3708.436394,0.035062563,0.043920438
38,0.375,0.003942302,0.000642483,1.70E-08,2.59E-09,6.136041594,3686.243339,0.035203938,0.044247063
39,0.385,0.003686442,0.000604329,1.56E-08,2.40E-09,6.100060631,3664.627679,0.036252063,0.044632188
40,0.395,0.003448816,0.000568643,1.53E-08,2.33E-09,6.06499857,3643.564053,0.036997938,0.046211688
41,0.405,0.003227988,0.000535249,1.48E-08,2.29E-09,6.030812663,3623.026778,0.037802313,0.046211688
42,0.415,0.003022639,0.000503986,1.50E-08,2.36E-09,5.997466557,3602.994016,0.038172813,0.046211688
43,0.425,0.00283158,0.000474705,1.59E-08,2.53E-09,5.964922996,3583.443385,0.038431188,0.046825938
44,0.435,0.002653714,0.000447269,1.62E-08,2.51E-09,5.933143752,3564.351919,0.038918688,0.048020313
45,0.445,0.002488036,0.000421551,1.65E-08,2.61E-09,5.902094696,3545.699116,0.039786438,0.048634563
46,0.455,0.002333639,0.000397434,1.62E-08,2.64E-09,5.871758151,3527.474356,0.039786438,0.049599813
47,0.465,0.002189671,0.00037481,1.55E-08,2.51E-09,5.842090239,3509.651279,0.040819938,0.049599813
48,0.475,0.002055365,0.000353576,1.55E-08,2.43E-09,5.813071167,3492.217994,0.041439063,0.051008688
49,0.485,0.001930007,0.000333641,1.59E-08,2.42E-09,5.784675655,3475.159314,0.042067938,0.051008688
50,0.495,0.001812953,0.00031492,1.54E-08,2.37E-09,5.756876639,3458.458982,0.042067938,0.051008688
51,0.505,0.001703596,0.00029733,1.49E-08,2.35E-09,5.729651007,3442.103111,0.043681563,0.051700938
52,0.515,0.001601387,0.000280798,1.41E-08,2.26E-09,5.702983469,3426.082516,0.043681563,0.053207313
53,0.525,0.001505813,0.000265255,1.34E-08,2.16E-09,5.676847238,3410.381106,0.044656563,0.053207313
54,0.535,0.00141641,0.000250638,1.23E-08,2.00E-09,5.651225374,3394.988703,0.046187313,0.053641188
55,0.545,0.001332745,0.000236886,1.17E-08,1.92E-09,5.626103955,3379.896944,0.046187313,0.054684438
56,0.555,0.001254413,0.000223944,1.02E-08,1.70E-09,5.601455274,3365.089183,0.046187313,0.054684438
57,0.565,0.00118105,0.000211761,9.12E-09,1.54E-09,5.577273999,3350.562217,0.046187313,0.055006188
58,0.575,0.001112315,0.000200289,8.58E-09,1.44E-09,5.55354266,3336.305552,0.046211688,0.055006188
59,0.585,0.001047888,0.000189483,7.60E-09,1.29E-09,5.530242456,3322.307893,0.047844813,0.056683188
60,0.595,0.000987477,0.000179301,7.36E-09,1.26E-09,5.507362153,3308.562489,0.048468813,0.057672813
61,0.605,0.000930813,0.000169705,7.42E-09,1.28E-09,5.484881145,3295.056964,0.048468813,0.057672813
62,0.615,0.000877646,0.000160659,7.89E-09,1.35E-09,5.462795107,3281.788718,0.049599813,0.058833063
63,0.625,0.000827742,0.000152128,7.87E-09,1.39E-09,5.441086387,3268.747146,0.049599813,0.059325438
64,0.635,0.000780883,0.000144081,7.69E-09,1.35E-09,5.419749388,3255.928887,0.050501688,0.060202938
65,0.645,0.00073687,0.000136488,7.04E-09,1.26E-09,5.398770235,3243.325605,0.051544938,0.060202938
66,0.655,0.000695517,0.000129323,6.56E-09,1.16E-09,5.378133513,3230.928039,0.051544938,0.060202938
67,0.665,0.00065665,0.000122559,6.49E-09,1.15E-09,5.357830562,3218.730988,0.051544938,0.060202938
68,0.675,0.000620108,0.000116172,6.61E-09,1.15E-09,5.337858796,3206.732896,0.051544938,0.060968313
69,0.685,0.000585742,0.000110139,6.43E-09,1.11E-09,5.318209634,3194.92861,0.053070813,0.062206563
70,0.695,0.000553415,0.00010444,5.92E-09,1.02E-09,5.298869221,3183.309805,0.053070813,0.063586188
71,0.705,0.000522996,9.91E-05,5.47E-09,9.45E-10,5.279823736,3171.868179,0.053641188,0.062874437
72,0.715,0.000494359,9.40E-05,5.38E-09,9.11E-10,5.261059931,3160.595773,0.055586313,0.062874437
73,0.725,0.000467396,8.92E-05,5.05E-09,8.46E-10,5.242585662,3149.497307,0.055586313,0.063586188
74,0.735,0.000442004,8.46E-05,4.96E-09,8.42E-10,5.2243848,3138.563091,0.055586313,0.064629438
75,0.745,0.000418085,8.03E-05,4.80E-09,8.15E-10,5.206455038,3127.791738,0.055586313,0.064629438
76,0.755,0.000395545,7.62E-05,4.71E-09,7.80E-10,5.188785203,3117.176538,0.055586313,0.064829312
77,0.765,0.000374301,7.24E-05,4.62E-09,7.63E-10,5.171377777,3106.71898,0.055586313,0.065916438
78,0.775,0.000354271,6.87E-05,4.38E-09,7.25E-10,5.154211685,3096.406405,0.055586313,0.065916438
79,0.785,0.000335383,6.53E-05,4.22E-09,7.11E-10,5.137284794,3086.237529,0.059325438,0.066657438
80,0.795,0.000317566,6.20E-05,4.16E-09,7.03E-10,5.120594596,3076.210849,0.059325438,0.067973687
81,0.805,0.000300756,5.89E-05,3.94E-09,6.72E-10,5.104125693,3066.317112,0.059325438,0.067973687
82,0.815,0.000284891,5.60E-05,3.72E-09,6.48E-10,5.087883045,3056.559297,0.060490563,0.067973687
83,0.825,0.000269916,5.32E-05,3.39E-09,5.87E-10,5.071866522,3046.937328,0.060490563,0.067973687
84,0.835,0.000255778,5.06E-05,3.17E-09,5.46E-10,5.056069362,3037.447143,0.060490563,0.070060188
85,0.845,0.000242426,4.81E-05,3.06E-09,5.34E-10,5.040473836,3028.078089,0.060490563,0.070060188
86,0.855,0.000229813,4.57E-05,3.08E-09,5.32E-10,5.025080738,3018.830644,0.060490563,0.070060188
87,0.865,0.000217896,4.35E-05,2.80E-09,4.92E-10,5.009883345,3009.70077,0.062343063,0.070060188
88,0.875,0.000206635,4.14E-05,2.68E-09,4.85E-10,4.994880833,3000.687971,0.062343063,0.071342313
89,0.885,0.00019599,3.94E-05,2.54E-09,4.81E-10,4.98006617,2991.788023,0.062533188,0.072229563
90,0.895,0.000185926,3.74E-05,2.39E-09,4.68E-10,4.96543908,2983.000759,0.062820812,0.073141188
91,0.905,0.00017641,3.56E-05,2.42E-09,4.81E-10,4.950995977,2974.324027,0.063839687,0.073141188
92,0.915,0.000167409,3.39E-05,2.50E-09,4.96E-10,4.936733851,2965.756016,0.064726938,0.073141188
93,0.925,0.000158895,3.23E-05,2.44E-09,4.90E-10,4.922639642,2957.288883,0.064395437,0.073141188
94,0.935,0.000150839,3.07E-05,2.46E-09,4.83E-10,4.908720021,2948.926633,0.065545938,0.073141188
95,0.945,0.000143215,2.93E-05,2.55E-09,4.98E-10,4.894958419,2940.659314,0.065545938,0.074613437
96,0.955,0.000135998,2.79E-05,2.58E-09,4.97E-10,4.881363602,2932.492192,0.067335063,0.075525062
97,0.965,0.000129165,2.65E-05,2.41E-09,4.64E-10,4.867924053,2924.418347,0.067335063,0.075525062
98,0.975,0.000122695,2.53E-05,2.31E-09,4.48E-10,4.85465258,2916.445474,0.066988938,0.075525062
99,0.985,0.000116567,2.41E-05,2.09E-09,4.02E-10,4.841529153,2908.56154,0.067315563,0.077879687
100,0.995,0.000110763,2.29E-05,2.06E-09,3.95E-10,4.828552664,2900.76588,0.067905438,0.077850438
101,1.005,0.000105263,2.19E-05,1.91E-09,3.65E-10,4.815719144,2893.056109,0.067905438,0.077879687
102,1.015,0.000100052,2.08E-05,1.81E-09,3.51E-10,4.803031329,2885.43387,0.068373438,0.077879687
103,1.025,9.51E-05,1.99E-05,1.82E-09,3.48E-10,4.790480803,2877.894108,0.068373438,0.078649937
104,1.035,9.04E-05,1.89E-05,1.85E-09,3.50E-10,4.778061744,2870.433325,0.067905438,0.078649937
105,1.045,8.60E-05,1.80E-05,1.96E-09,3.65E-10,4.765787779,2863.059708,0.072083313,0.078649937
106,1.055,8.18E-05,1.72E-05,1.94E-09,3.60E-10,4.753654557,2855.770643,0.071937063,0.077879687
107,1.065,7.78E-05,1.64E-05,1.97E-09,3.67E-10,4.741651309,2848.559659,0.071937063,0.080970437
108,1.075,7.40E-05,1.56E-05,1.89E-09,3.59E-10,4.72976051,2841.41623,0.071937063,0.080970437
109,1.085,7.04E-05,1.49E-05,1.67E-09,3.18E-10,4.71799746,2834.349547,0.071937063,0.080970437
110,1.095,6.70E-05,1.42E-05,1.71E-09,3.25E-10,4.706356401,2827.356149,0.071937063,0.080970437
111,1.105,6.38E-05,1.36E-05,1.68E-09,3.21E-10,4.694827893,2820.430367,0.071937063,0.080970437
112,1.115,6.07E-05,1.30E-05,1.58E-09,3.02E-10,4.683420662,2813.577443,0.071937063,0.080970437
113,1.125,5.78E-05,1.24E-05,1.64E-09,3.15E-10,4.672141306,2806.80134,0.075291063,0.082345188
114,1.135,5.50E-05,1.18E-05,1.51E-09,2.88E-10,4.660968881,2800.089476,0.075291063,0.082345188
115,1.145,5.24E-05,1.13E-05,1.46E-09,2.70E-10,4.649903397,2793.441857,0.075291063,0.083008188
116,1.155,4.99E-05,1.08E-05,1.38E-09,2.63E-10,4.638957094,2786.865836,0.075291063,0.083008188
117,1.165,4.75E-05,1.03E-05,1.31E-09,2.51E-10,4.628131,2780.362031,0.076529313,0.083008188
118,1.175,4.53E-05,9.80E-06,1.35E-09,2.61E-10,4.617391708,2773.910373,0.076529313,0.082345188
119,1.185,4.31E-05,9.36E-06,1.31E-09,2.63E-10,4.606760408,2767.523591,0.076529313,0.084514563
120,1.195,4.11E-05,8.94E-06,1.15E-09,2.35E-10,4.59624907,2761.208877,0.076529313,0.088721688
121,1.205,3.91E-05,8.54E-06,1.03E-09,2.13E-10,4.585821801,2754.944667,0.077879687,0.088721688
122,1.215,3.73E-05,8.15E-06,9.31E-10,1.93E-10,4.575497878,2748.742543,0.077879687,0.088721688
123,1.225,3.56E-05,7.79E-06,8.39E-10,1.77E-10,4.565276045,2742.601749,0.077879687,0.088721688
124,1.235,3.39E-05,7.44E-06,8.50E-10,1.82E-10,4.555141004,2736.513097,0.077879687,0.088721688
125,1.245,3.23E-05,7.11E-06,8.84E-10,1.89E-10,4.545097347,2730.479343,0.077879687,0.088721688
126,1.255,3.08E-05,6.79E-06,8.63E-10,1.88E-10,4.535150602,2724.503809,0.077879687,0.088721688
127,1.265,2.94E-05,6.49E-06,9.02E-10,1.96E-10,4.525285916,2718.577573,0.079532313,0.088721688
128,1.275,2.80E-05,6.21E-06,8.17E-10,1.83E-10,4.515513186,2712.706579,0.077923563,0.088721688
129,1.285,2.67E-05,5.93E-06,8.40E-10,1.87E-10,4.505846487,2706.899284,0.079634688,0.090159812
130,1.295,2.55E-05,5.67E-06,8.42E-10,1.83E-10,4.496263811,2701.142466,0.079634688,0.090666813
131,1.305,2.43E-05,5.42E-06,8.71E-10,1.89E-10,4.486765148,2695.436119,0.083125188,0.090666813
132,1.315,2.32E-05,5.18E-06,8.50E-10,1.86E-10,4.47732488,2689.764853,0.083125188,0.090666813
133,1.325,2.21E-05,4.96E-06,8.68E-10,1.90E-10,4.4679931,2684.158761,0.083125188,0.090666813
134,1.335,2.11E-05,4.74E-06,8.28E-10,1.79E-10,4.458748633,2678.605123,0.081540813,0.090666813
135,1.345,2.02E-05,4.53E-06,8.05E-10,1.73E-10,4.449579424,2673.096696,0.083095938,0.090666813
136,1.355,1.93E-05,4.34E-06,7.76E-10,1.68E-10,4.440481727,2667.63123,0.082423188,0.090666813
137,1.365,1.84E-05,4.15E-06,7.49E-10,1.63E-10,4.431451886,2662.20653,0.082423188,0.090666813
138,1.375,1.75E-05,3.97E-06,7.48E-10,1.62E-10,4.422490759,2656.823109,0.082423188,0.090666813
139,1.385,1.68E-05,3.80E-06,6.99E-10,1.49E-10,4.413609917,2651.487919,0.082345188,0.090159812
140,1.395,1.60E-05,3.63E-06,6.82E-10,1.47E-10,4.404811664,2646.202345,0.082345188,0.090159812
141,1.405,1.53E-05,3.48E-06,6.75E-10,1.48E-10,4.396071964,2640.951947,0.088721688,0.090666813
142,1.415,1.46E-05,3.33E-06,7.20E-10,1.60E-10,4.387416586,2635.752205,0.088721688,0.093421188
143,1.425,1.39E-05,3.18E-06,6.82E-10,1.52E-10,4.378846024,2630.603418,0.088809438,0.090666813
144,1.435,1.33E-05,3.05E-06,6.77E-10,1.50E-10,4.370338699,2625.49262,0.088809438,0.096726438
145,1.445,1.27E-05,2.92E-06,6.86E-10,1.52E-10,4.361907943,2620.427821,0.088809438,0.093421188
146,1.455,1.22E-05,2.79E-06,6.93E-10,1.50E-10,4.353546238,2615.404504,0.088809438,0.096726438
147,1.465,1.16E-05,2.67E-06,6.67E-10,1.46E-10,4.345237462,2610.412984,0.088809438,0.096726438
148,1.475,1.11E-05,2.56E-06,6.66E-10,1.47E-10,4.336999165,2605.463806,0.088809438,0.096726438
149,1.485,1.06E-05,2.45E-06,6.59E-10,1.44E-10,4.328814473,2600.54683,0.088809438,0.096726438
150,1.495,1.01E-05,2.35E-06,6.35E-10,1.38E-10,4.3206982,2595.670958,0.088809438,0.095912313
151,1.505,9.69E-06,2.25E-06,6.02E-10,1.30E-10,4.312640448,2590.830242,0.090666813,0.095912313
152,1.515,9.27E-06,2.15E-06,5.89E-10,1.28E-10,4.304651744,2586.031006,0.090666813,0.097789188
153,1.525,8.86E-06,2.06E-06,5.53E-10,1.23E-10,4.296719262,2581.265547,0.090666813,0.097789188
154,1.535,8.47E-06,1.98E-06,5.45E-10,1.21E-10,4.288851636,2576.539049,0.090637562,0.099807438
155,1.545,8.10E-06,1.89E-06,4.94E-10,1.12E-10,4.281040782,2571.846658,0.090666813,0.099807438
156,1.555,7.75E-06,1.81E-06,5.04E-10,1.15E-10,4.273279425,2567.184002,0.093845313,0.099627063
157,1.565,7.41E-06,1.74E-06,4.90E-10,1.13E-10,4.265599907,2562.570511,0.093845313,0.099627063
158,1.575,7.09E-06,1.66E-06,4.79E-10,1.09E-10,4.257974858,2557.989742,0.093845313,0.097789188
159,1.585,6.78E-06,1.60E-06,4.71E-10,1.07E-10,4.250374975,2553.424092,0.093845313,0.099627063
160,1.595,6.49E-06,1.53E-06,4.88E-10,1.11E-10,4.242880976,2548.922053,0.093845313,0.099627063
161,1.605,6.21E-06,1.47E-06,4.85E-10,1.10E-10,4.235436306,2544.449648,0.093845313,0.098476563
162,1.615,5.94E-06,1.40E-06,4.77E-10,1.08E-10,4.228015392,2539.991514,0.093845313,0.099627063
163,1.625,5.68E-06,1.35E-06,4.77E-10,1.09E-10,4.220637832,2535.559425,0.093845313,0.099627063
164,1.635,5.44E-06,1.29E-06,4.84E-10,1.12E-10,4.213333656,2531.171421,0.093421188,0.099627063
165,1.645,5.21E-06,1.24E-06,4.74E-10,1.09E-10,4.206098313,2526.82477,0.096643563,0.099627063
166,1.655,4.98E-06,1.19E-06,4.92E-10,1.14E-10,4.198889912,2522.494304,0.096643563,0.099627063
167,1.665,4.77E-06,1.14E-06,4.77E-10,1.11E-10,4.191722072,2518.188205,0.096643563,0.099627063
168,1.675,4.57E-06,1.09E-06,4.64E-10,1.08E-10,4.184621174,2513.922321,0.096643563,0.099627063
169,1.685,4.37E-06,1.05E-06,4.61E-10,1.07E-10,4.177583138,2509.694202,0.096643563,0.099627063
170,1.695,4.19E-06,1.00E-06,4.39E-10,1.03E-10,4.170605156,2505.502161,0.096643563,0.099627063
171,1.705,4.01E-06,9.62E-07,4.01E-10,9.40E-11,4.163676263,2501.33961,0.096643563,0.099319938
172,1.715,3.84E-06,9.23E-07,4.00E-10,9.48E-11,4.15675256,2497.180178,0.099319938,0.099319938
173,1.725,3.68E-06,8.86E-07,3.98E-10,9.27E-11,4.14990605,2493.067118,0.099319938,0.099319938
174,1.735,3.52E-06,8.50E-07,3.85E-10,8.95E-11,4.143109338,2488.983975,0.099319938,0.099319938
175,1.745,3.37E-06,8.15E-07,3.64E-10,8.49E-11,4.136333845,2484.91358,0.099319938,0.099319938
176,1.755,3.23E-06,7.82E-07,3.52E-10,8.30E-11,4.129582856,2480.857905,0.099319938,0.099319938
177,1.765,3.09E-06,7.50E-07,3.53E-10,8.28E-11,4.12294944,2476.872863,0.099319938,0.099319938
178,1.775,2.96E-06,7.20E-07,3.41E-10,8.02E-11,4.116312163,2472.885501,0.099319938,0.099319938
179,1.785,2.84E-06,6.91E-07,3.44E-10,8.00E-11,4.109718185,2468.924151,0.098476563,0.099319938
180,1.795,2.72E-06,6.63E-07,3.14E-10,7.44E-11,4.10316617,2464.988011,0.098476563,0.098476563
181,1.805,2.61E-06,6.37E-07,3.19E-10,7.52E-11,4.096680399,2461.091667,0.096643563,0.098476563
182,1.815,2.50E-06,6.11E-07,3.17E-10,7.57E-11,4.090193041,2457.194369,0.096643563,0.098476563
183,1.825,2.40E-06,5.87E-07,3.19E-10,7.62E-11,4.083787758,2453.346378,0.098476563,0.099319938
184,1.835,2.30E-06,5.63E-07,2.87E-10,6.96E-11,4.077457585,2449.54351,0.098476563,0.099207812
185,1.845,2.20E-06,5.41E-07,2.78E-10,6.67E-11,4.071097391,2445.722606,0.098476563,0.099207812
186,1.855,2.11E-06,5.19E-07,2.69E-10,6.41E-11,4.064805433,2441.942696,0.099207812,0.099207812
187,1.865,2.02E-06,4.98E-07,2.62E-10,6.35E-11,4.058556252,2438.188484,0.099207812,0.099207812
188,1.875,1.94E-06,4.78E-07,2.80E-10,6.74E-11,4.052314925,2434.43899,0.099207812,0.099207812
189,1.885,1.86E-06,4.59E-07,2.70E-10,6.54E-11,4.046105807,2430.708845,0.098832438,0.099656313
190,1.895,1.78E-06,4.41E-07,2.56E-10,6.23E-11,4.039949661,2427.010525,0.098832438,0.098832438
191,1.905,1.71E-06,4.24E-07,2.55E-10,6.30E-11,4.033860703,2423.352567,0.098832438,0.098832438
192,1.915,1.64E-06,4.07E-07,2.41E-10,6.03E-11,4.027807659,2419.716184,0.098832438,0.098832438
193,1.925,1.57E-06,3.91E-07,2.30E-10,5.65E-11,4.021791893,2416.102197,0.098832438,0.098832438
194,1.935,1.51E-06,3.75E-07,2.26E-10,5.35E-11,4.01580603,2412.506174,0.098832438,0.098832438
195,1.945,1.45E-06,3.61E-07,2.16E-10,5.14E-11,4.009853613,2408.930243,0.098832438,0.098832438
196,1.955,1.39E-06,3.47E-07,2.20E-10,5.16E-11,4.003898864,2405.352912,0.098832438,0.098832438
197,1.965,1.33E-06,3.33E-07,2.12E-10,5.06E-11,3.9979927,2401.804768,0.098832438,0.098832438
198,1.975,1.28E-06,3.20E-07,2.10E-10,4.96E-11,3.99210082,2398.265206,0.098832438,0.098832438
199,1.985,1.22E-06,3.07E-07,2.00E-10,4.78E-11,3.986244126,2394.746781,0.098832438,0.098832438
200,1.995,1.18E-06,2.95E-07,2.04E-10,4.92E-11,3.980374383,2391.220518,0.098832438,0.098832438
